"","Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate"
"3502","Arizona","US","2020-06-12 05:10:05",33.7298,-111.4312,31267,1135,5980,24152,4,429.567463606567,309582,3531,3.63002526625516,84000004,"USA",4253.24957681416,11.293056577222
"3503","Arkansas","US","2020-06-12 05:10:05",34.9697,-92.3731,10816,171,7351,3294,5,358.406311344276,176665,925,1.58099112426035,84000005,"USA",5854.09125310988,8.5521449704142
"3504","California","US","2020-06-12 05:10:05",36.1162,-119.6816,143377,4934,NA,138443,6,362.86746002623,2597647,NA,3.44127719229723,84000006,"USA",6574.28715159863,NA
"3505","Colorado","US","2020-06-12 05:10:05",39.0598,-105.3111,28632,1582,4150,22900,8,497.192439451991,230345,5035,5.52528639284716,84000008,"USA",3999.92289974745,17.5852193350098
"3506","Connecticut","US","2020-06-12 05:10:05",41.5978,-72.7554,44461,4146,7611,32704,9,1247.05248132899,321948,9912,9.3250264276557,84000009,"USA",9030.0724738289,22.2936955983896
"3507","Delaware","US","2020-06-12 05:10:05",39.3185,-75.5071,10106,414,6001,3691,10,1037.828467678,74033,NA,4.09657629131209,84000010,"USA",7602.76617332331,NA
"3508","Diamond Princess","US","2020-06-12 05:10:05",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"3509","District of Columbia","US","2020-06-12 05:10:05",38.8974,-77.0268,9589,502,1143,7944,11,1358.69834742947,59288,NA,5.23516529356554,84000011,"USA",8400.72036942312,NA
"3510","Florida","US","2020-06-12 05:10:05",27.7663,-81.6868,69069,2848,NA,66221,12,321.584159448456,1306748,11850,4.12341281906499,84000012,"USA",6084.19779048417,17.1567562871911
"3511","Georgia","US","2020-06-12 05:10:05",33.0406,-83.6431,54973,2375,NA,52598,13,517.762172610058,584241,9073,4.32030269404981,84000013,"USA",5502.6629343109,16.5044658286795
"3512","Grand Princess","US","2020-06-12 05:10:05",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"3513","Guam","US","2020-06-12 05:10:05",13.4443,144.7937,183,5,168,10,66,111.429771842975,8380,NA,2.73224043715847,316,"GUM",5102.63108220838,NA
"3514","Hawaii","US","2020-06-12 05:10:05",21.0943,-157.4983,692,17,622,53,15,48.874474528771,57295,85,2.45664739884393,84000015,"USA",4046.62285856349,12.2832369942197
"3515","Idaho","US","2020-06-12 05:10:05",44.2405,-114.4788,3260,85,2628,547,16,182.422015987107,60115,262,2.60736196319018,84000016,"USA",3363.89554940643,8.03680981595092
"3516","Illinois","US","2020-06-12 05:10:05",40.3495,-88.9861,130603,6185,NA,124418,17,1030.65691979077,1123051,NA,4.73572582559359,84000017,"USA",8862.58573254783,NA
"3517","Indiana","US","2020-06-12 05:10:05",39.8494,-86.2583,38748,2380,27321,9047,18,575.560598964472,327342,6314,6.14225250335501,84000018,"USA",4862.31954129834,16.2950345824301
"3518","Iowa","US","2020-06-12 05:10:05",42.0115,-93.2105,22973,640,13956,8377,19,728.129645301055,208539,NA,2.78587907543638,84000019,"USA",6609.64732953627,NA
"3519","Kansas","US","2020-06-12 05:10:05",38.5266,-96.7265,10823,243,657,9923,20,371.501321175816,123742,954,2.24521851612307,84000020,"USA",4247.4652577786,8.8145615818165
"3520","Kentucky","US","2020-06-12 05:10:05",37.6681,-84.6701,11945,493,3379,8073,21,267.365136168202,281094,2406,4.1272498953537,84000021,"USA",6291.73173596188,20.1423189619087
"3521","Louisiana","US","2020-06-12 05:10:05",31.1695,-91.8678,44472,2987,33904,7581,22,956.635204743424,469673,NA,6.71658571685555,84000022,"USA",10103.1149153953,NA
"3522","Maine","US","2020-06-12 05:10:05",44.6939,-69.3819,2667,100,2062,505,23,198.406203783332,65457,308,3.74953130858643,84000023,"USA",4869.54438734366,11.5485564304462
"3523","Maryland","US","2020-06-12 05:10:05",39.0639,-76.8021,60197,2875,4365,52957,24,995.702716650567,392370,9789,4.77598551422828,84000024,"USA",6490.08879067367,16.261607721315
"3524","Massachusetts","US","2020-06-12 05:10:05",42.2302,-71.5301,104667,7492,NA,97175,25,1518.56299518477,683088,10654,7.15793898745545,84000025,"USA",9910.59416296228,10.1789484746864
"3525","Michigan","US","2020-06-12 05:10:05",43.3266,-84.5361,65449,5985,42041,17423,26,655.35132825072,770520,NA,9.14452474445751,84000026,"USA",7715.34027171912,NA
"3526","Minnesota","US","2020-06-12 05:10:05",45.6945,-93.9002,29316,1280,24870,3166,27,519.821151451017,381841,3522,4.36621640060035,84000027,"USA",6770.67227081483,12.0139173147769
"3527","Mississippi","US","2020-06-12 05:10:05",32.7416,-89.6787,18483,868,13356,4259,28,621.03745477797,213885,2614,4.6962073256506,84000028,"USA",7186.63615296143,14.1427257479846
"3528","Missouri","US","2020-06-12 05:10:05",38.4561,-92.2884,15699,862,NA,14837,29,255.791188100292,259040,NA,5.49079559207593,84000029,"USA",4220.66051121089,NA
"3529","Montana","US","2020-06-12 05:10:05",46.9219,-110.4544,563,18,487,58,30,52.6769824977685,55777,74,3.19715808170515,84000030,"USA",5218.76385928603,13.1438721136767
"3530","Nebraska","US","2020-06-12 05:10:05",41.1254,-98.2681,16315,212,8946,7157,31,843.410490444622,127662,1000,1.29941771376034,84000031,"USA",6599.53846344722,6.12932883849219
"3531","Nevada","US","2020-06-12 05:10:05",38.3135,-117.0554,10473,459,560,9454,32,340.015245981048,193254,NA,4.38269836723002,84000032,"USA",6274.16273721201,NA
"3532","New Hampshire","US","2020-06-12 05:10:05",43.4525,-71.5639,5209,308,3585,1316,33,383.096113806537,89907,500,5.91284315607602,84000033,"USA",6612.2139189872,9.59877135726627
"3533","New Jersey","US","2020-06-12 05:10:05",40.2989,-74.521,165816,12443,28376,124997,34,1866.83689495496,1030793,18492,7.5041009311526,84000034,"USA",11605.1671941267,11.1521204226371
"3534","New Mexico","US","2020-06-12 05:10:05",34.8405,-106.2485,9367,420,3806,5141,35,446.7221695236,245557,1583,4.48382619835593,84000035,"USA",11710.8738957731,16.8997544571368
"3535","New York","US","2020-06-12 05:10:05",42.1657,-74.9481,380892,30580,68211,282101,36,1957.95515278668,2729005,89995,8.02852252081955,84000036,"USA",14028.3056659909,23.627432448043
"3536","North Carolina","US","2020-06-12 05:10:05",35.6301,-79.8064,39584,1106,23653,14825,37,377.41879260311,572677,NA,2.79405820533549,84000037,"USA",5460.26328545805,NA
"3537","North Dakota","US","2020-06-12 05:10:05",47.5289,-99.784,2980,74,2515,391,38,391.044298232952,82788,193,2.48322147651007,84000038,"USA",10863.6830074193,6.47651006711409
"3538","Northern Mariana Islands","US","2020-06-12 05:10:05",15.0979,145.6739,30,2,19,9,69,54.4030175540403,7581,NA,6.66666666666667,580,"MNP",13747.642535906,NA
"3539","Ohio","US","2020-06-12 05:10:05",40.3888,-82.7649,40004,2492,NA,37512,39,342.233362705426,512583,6753,6.22937706229377,84000039,"USA",4385.13658023287,16.8808119188081
"3540","Oklahoma","US","2020-06-12 05:10:05",35.5653,-96.9289,7626,358,6263,1005,40,192.723171334842,241445,1092,4.69446629950171,84000040,"USA",6101.7631920982,14.3194335169158
"3541","Oregon","US","2020-06-12 05:10:05",44.572,-122.0709,5237,171,2350,2716,41,124.166110878891,161804,864,3.26522818407485,84000041,"USA",3836.27523480008,16.4979950353256
"3542","Pennsylvania","US","2020-06-12 05:10:05",40.5908,-77.2098,81848,6113,55665,20070,42,639.338152844843,554372,NA,7.46872251001857,84000042,"USA",4330.35835290907,NA
"3543","Puerto Rico","US","2020-06-12 05:10:05",18.2208,-66.5901,5352,144,NA,5208,72,182.44990127524,5352,NA,2.69058295964126,630,"PRI",182.44990127524,NA
"3544","Rhode Island","US","2020-06-12 05:10:05",41.6809,-71.5118,15862,823,1419,13620,44,1497.31772266489,187803,1842,5.18850081956878,84000044,"USA",17727.9510950469,11.6126591854747
"3545","South Carolina","US","2020-06-12 05:10:05",33.8569,-80.945,16441,588,7928,7925,45,319.322456054075,230057,1898,3.57642479167934,84000045,"USA",4468.2419726557,11.5443099568153
"3546","South Dakota","US","2020-06-12 05:10:05",44.2998,-99.4388,5665,73,4664,928,46,640.359731828874,61744,514,1.28861429832304,84000046,"USA",6979.41240636223,9.07325684024713
"3547","Tennessee","US","2020-06-12 05:10:05",35.7478,-86.6923,28340,441,18992,8907,47,414.984301176101,535294,2011,1.5561044460127,84000047,"USA",7838.34179653352,7.09597741707833
"3548","Texas","US","2020-06-12 05:10:05",31.0545,-97.5635,82658,1930,54096,26632,48,285.06807570358,1206320,NA,2.33492220958649,84000048,"USA",4160.31504612672,NA
"3549","Utah","US","2020-06-12 05:10:05",40.15,-111.8624,13252,131,7745,5376,49,413.355383944518,254668,968,0.988530033202536,84000049,"USA",7943.5850376081,7.30455780259583
"3550","Vermont","US","2020-06-12 05:10:05",44.0459,-72.7107,1110,55,905,150,50,177.887751226384,47209,NA,4.95495495495495,84000050,"USA",7565.67824112284,NA
"3551","Virgin Islands","US","2020-06-12 05:10:05",18.3358,-64.8963,72,6,64,2,78,67.1216019689003,2252,NA,8.33333333333333,850,"VIR",2099.41455047172,NA
"3552","Virginia","US","2020-06-12 05:10:05",37.7693,-78.17,52647,1520,6895,44232,51,616.79904877489,407397,7964,2.88715406385929,84000051,"USA",4772.96108180416,15.1271677398522
"3553","Washington","US","2020-06-12 05:10:05",47.4009,-121.4905,24779,1194,NA,23585,53,325.401814575727,415342,3773,4.81859639210622,84000053,"USA",5454.33796640347,15.2266031720408
"3554","West Virginia","US","2020-06-12 05:10:05",38.4912,-80.9545,2217,86,1516,615,54,123.706370068973,121120,NA,3.87911592241768,84000054,"USA",6758.37417354715,NA
"3555","Wisconsin","US","2020-06-12 05:10:05",44.2685,-89.6165,21926,682,15348,5896,55,376.577905391457,387980,2976,3.11046246465384,84000055,"USA",6663.53624618158,13.5729271184895
"3556","Wyoming","US","2020-06-12 05:10:05",42.756,-107.3025,1009,18,814,177,56,174.338541603673,31618,92,1.78394449950446,84000056,"USA",5463.06839288892,9.11793855302279
"3557","Alabama","US","2020-06-13 03:33:25",32.3182,-86.9023,23710,769,13508,9433,1,483.563234917712,286385,2202,3.24335723323492,84000001,"USA",5840.79531977684,9.2872205820329
"3558","Alaska","US","2020-06-13 03:33:25",61.3707,-152.4044,624,12,403,209,2,85.298922144229,70880,NA,1.92307692307692,84000002,"USA",9689.08269484447,NA
"3559","American Samoa","US","2020-06-13 03:33:25",-14.271,-170.132,0,0,NA,0,60,0,174,NA,NA,16,"ASM",312.719038119372,NA
"3560","Arizona","US","2020-06-13 03:33:25",33.7298,-111.4312,33039,1156,5980,25903,4,453.91241341022,311236,3622,3.49889524501347,84000004,"USA",4275.9733617889,10.9628015375768
"3561","Arkansas","US","2020-06-13 03:33:25",34.9697,-92.3731,11547,176,7607,3764,5,382.629223103952,181122,961,1.52420542132156,84000005,"USA",6001.7814278197,8.32250801073872
"3562","California","US","2020-06-13 03:33:25",36.1162,-119.6816,146659,4978,NA,141681,6,371.173750461977,2662258,NA,3.39426833675397,84000006,"USA",6737.80870289176,NA
"3563","Colorado","US","2020-06-13 03:33:25",39.0598,-105.3111,28807,1582,4169,23056,8,500.231300757666,234370,5057,5.49172076231472,84000008,"USA",4069.81670977798,17.5547609955913
"3564","Connecticut","US","2020-06-13 03:33:25",41.5978,-72.7554,44689,4159,7611,32919,9,1253.44747842179,330254,9912,9.30654075947101,84000009,"USA",9263.04109599031,22.17995479872
"3565","Delaware","US","2020-06-13 03:33:25",39.3185,-75.5071,10173,414,6062,3697,10,1044.70898492859,77694,NA,4.06959598938366,84000010,"USA",7978.72995920983,NA
"3566","Diamond Princess","US","2020-06-13 03:33:25",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"3567","District of Columbia","US","2020-06-13 03:33:25",38.8974,-77.0268,9654,506,1143,8005,11,1367.90842069914,61953,NA,5.24135073544645,84000011,"USA",8778.33337347981,NA
"3568","Florida","US","2020-06-13 03:33:25",27.7663,-81.6868,70971,2877,NA,68094,12,330.439841031669,1335899,11986,4.05376844063068,84000012,"USA",6219.92438030133,16.8885882966282
"3569","Georgia","US","2020-06-13 03:33:25",33.0406,-83.6431,55783,2418,NA,53365,13,525.391142464607,591958,9181,4.33465392682358,84000013,"USA",5575.34535451776,16.4584192316656
"3570","Grand Princess","US","2020-06-13 03:33:25",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"3571","Guam","US","2020-06-13 03:33:25",13.4443,144.7937,183,5,168,10,66,111.429771842975,8527,NA,2.73224043715847,316,"GUM",5192.140243197,NA
"3572","Hawaii","US","2020-06-13 03:33:25",21.0943,-157.4983,706,17,623,66,15,49.8632644758848,58579,86,2.40793201133144,84000015,"USA",4137.3090222845,12.1813031161473
"3573","Idaho","US","2020-06-13 03:33:25",44.2405,-114.4788,3353,87,2684,582,16,187.626079633365,61432,265,2.59469132120489,84000016,"USA",3437.59180555828,7.90337011631375
"3574","Illinois","US","2020-06-13 03:33:25",40.3495,-88.9861,131198,6260,NA,124938,17,1035.35237753122,1147962,NA,4.77141419838717,84000017,"USA",9059.17152712306,NA
"3575","Indiana","US","2020-06-13 03:33:25",39.8494,-86.2583,39146,2396,27811,8939,18,581.472468438712,335180,6349,6.1206764420375,84000018,"USA",4978.74474968803,16.2187707556328
"3576","Iowa","US","2020-06-13 03:33:25",42.0115,-93.2105,23350,644,14227,8479,19,740.078667034329,214544,NA,2.75802997858672,84000019,"USA",6799.97591178643,NA
"3577","Kansas","US","2020-06-13 03:33:25",38.5266,-96.7265,10973,243,667,10063,20,376.650096762656,129152,973,2.2145265652055,84000020,"USA",4433.16443061064,8.86721953886813
"3578","Kentucky","US","2020-06-13 03:33:25",37.6681,-84.6701,12166,497,3379,8290,21,272.311782890109,281094,2406,4.08515535097814,84000021,"USA",6291.73173596188,19.77642610554
"3579","Louisiana","US","2020-06-13 03:33:25",31.1695,-91.8678,44995,2996,33904,8095,22,967.885434372872,479534,NA,6.65851761306812,84000022,"USA",10315.2344457509,NA
"3580","Maine","US","2020-06-13 03:33:25",44.6939,-69.3819,2721,100,2105,516,23,202.42342725701,66887,308,3.67511944138184,84000023,"USA",4975.92641636885,11.3193678794561
"3581","Maryland","US","2020-06-13 03:33:25",39.0639,-76.8021,60613,2900,4474,53239,24,1002.58366304535,400095,9923,4.78445218022536,84000024,"USA",6617.86598033637,16.3710755118539
"3582","Massachusetts","US","2020-06-13 03:33:25",42.2302,-71.5301,105059,7538,NA,97521,25,1524.25033402234,693359,10726,7.17501594342227,84000025,"USA",10059.6111456172,10.2095013278253
"3583","Michigan","US","2020-06-13 03:33:25",43.3266,-84.5361,65672,5990,42041,17641,26,657.584262996857,786287,NA,9.12108661225484,84000026,"USA",7873.21777011526,NA
"3584","Minnesota","US","2020-06-13 03:33:25",45.6945,-93.9002,29795,1305,25028,3462,27,528.31461343577,395202,3557,4.37992951837557,84000027,"USA",7007.58489206388,11.9382446719248
"3585","Mississippi","US","2020-06-13 03:33:25",32.7416,-89.6787,19091,881,13356,4854,28,641.466539477694,214493,2643,4.61473992980986,84000028,"USA",7207.06523766115,13.8442197894296
"3586","Missouri","US","2020-06-13 03:33:25",38.4561,-92.2884,15997,881,NA,15116,29,260.646642209082,265135,NA,5.5072826154904,84000029,"USA",4319.96921185878,NA
"3587","Montana","US","2020-06-13 03:33:25",46.9219,-110.4544,573,18,489,66,30,53.612630499505,57022,77,3.1413612565445,84000030,"USA",5335.25203550223,13.4380453752182
"3588","Nebraska","US","2020-06-13 03:33:25",41.1254,-98.2681,16522,215,9229,7078,31,854.111438745084,130773,1029,1.30129524270669,84000031,"USA",6760.36286036865,6.22805955695436
"3589","Nevada","US","2020-06-13 03:33:25",38.3135,-117.0554,10704,461,604,9639,32,347.514866130157,199447,NA,4.30680119581465,84000032,"USA",6475.22398216194,NA
"3590","New Hampshire","US","2020-06-13 03:33:25",43.4525,-71.5639,5251,315,3665,1271,33,386.185005490137,91917,504,5.99885736050276,84000033,"USA",6760.0394495595,9.59817177680442
"3591","New Jersey","US","2020-06-13 03:33:25",40.2989,-74.521,166164,12489,28509,125166,34,1870.75484762204,1055396,18607,7.51606846248285,84000034,"USA",11882.1596925983,11.1979730868299
"3592","New Mexico","US","2020-06-13 03:33:25",34.8405,-106.2485,9526,420,3983,5123,35,454.305048241893,255284,1625,4.40898593323536,84000035,"USA",12174.7648473004,17.0585765273987
"3593","New York","US","2020-06-13 03:33:25",42.1657,-74.9481,381714,30758,68399,282557,36,1962.18060025103,2801400,89995,8.05786531277344,84000036,"USA",14400.4483292288,23.5765520782575
"3594","North Carolina","US","2020-06-13 03:33:25",35.6301,-79.8064,41417,1121,23653,16643,37,394.89576933213,595697,NA,2.70661805538788,84000037,"USA",5679.75046729222,NA
"3595","North Dakota","US","2020-06-13 03:33:25",47.5289,-99.784,3016,74,2573,369,38,395.768323312276,84164,197,2.45358090185676,84000038,"USA",11044.2457437846,6.53183023872679
"3596","Northern Mariana Islands","US","2020-06-13 03:33:25",15.0979,145.6739,30,2,19,9,69,54.4030175540403,7762,NA,6.66666666666667,580,"MNP",14075.8740751487,NA
"3597","Ohio","US","2020-06-13 03:33:25",40.3888,-82.7649,40424,2510,NA,37914,39,345.826453704733,523718,6814,6.2091826637641,84000039,"USA",4480.39626660735,16.8563229764496
"3598","Oklahoma","US","2020-06-13 03:33:25",35.5653,-96.9289,7849,360,6391,1098,40,198.358795149118,246214,1103,4.58657153777551,84000040,"USA",6222.28467178557,14.0527455726844
"3599","Oregon","US","2020-06-13 03:33:25",44.572,-122.0709,5377,173,2370,2834,41,127.485426426541,166189,875,3.21740747628789,84000041,"USA",3940.24093963185,16.2730146922075
"3600","Pennsylvania","US","2020-06-13 03:33:25",40.5908,-77.2098,82481,6162,56939,19380,42,644.282697009035,566384,NA,7.47081145960888,84000042,"USA",4424.18752273572,NA
"3601","Puerto Rico","US","2020-06-13 03:33:25",18.2208,-66.5901,5536,146,NA,5390,72,188.72246888261,5536,NA,2.63728323699422,630,"PRI",188.72246888261,NA
"3602","Rhode Island","US","2020-06-13 03:33:25",41.6809,-71.5118,15947,833,1435,13679,44,1505.34142752093,191518,1853,5.22355301937669,84000044,"USA",18078.6341955198,11.619740390042
"3603","South Carolina","US","2020-06-13 03:33:25",33.8569,-80.945,17170,593,8682,7895,45,333.481331454806,236059,1988,3.45369831100757,84000045,"USA",4584.81477122248,11.5783343040186
"3604","South Dakota","US","2020-06-13 03:33:25",44.2998,-99.4388,5742,74,4755,913,46,649.063650513927,63005,525,1.28874956461163,84000046,"USA",7121.95320456809,9.14315569487983
"3605","Tennessee","US","2020-06-13 03:33:25",35.7478,-86.6923,29118,466,19425,9227,47,426.37660132836,590173,2049,1.60038464180232,84000047,"USA",8641.9382490474,7.0368844014012
"3606","Texas","US","2020-06-13 03:33:25",31.0545,-97.5635,84927,1956,55258,27713,48,292.893325089864,1226957,NA,2.30315447384224,84000048,"USA",4231.48722399571,NA
"3607","Utah","US","2020-06-13 03:33:25",40.15,-111.8624,13577,139,7935,5503,49,423.492759418558,258786,988,1.0237902334831,84000049,"USA",8072.03338284531,7.27701259482949
"3608","Vermont","US","2020-06-13 03:33:25",44.0459,-72.7107,1119,55,907,157,50,179.330084344436,48634,NA,4.91510277033065,84000050,"USA",7794.04765148104,NA
"3609","Virgin Islands","US","2020-06-13 03:33:25",18.3358,-64.8963,72,6,64,2,78,67.1216019689003,2293,NA,8.33333333333333,850,"VIR",2137.63657381512,NA
"3610","Virginia","US","2020-06-13 03:33:25",37.7693,-78.17,53211,1534,7002,44675,51,623.406731330573,450530,8028,2.88286256601079,84000051,"USA",5278.29649257415,15.087106049501
"3611","Washington","US","2020-06-13 03:33:25",47.4009,-121.4905,25171,1204,NA,23967,53,330.549621642747,425212,3772,4.78328234873466,84000053,"USA",5583.95239434093,14.9854991855707
"3612","West Virginia","US","2020-06-13 03:33:25",38.4912,-80.9545,2249,88,1553,608,54,125.491937882328,124039,NA,3.91285015562472,84000054,"USA",6921.25143752159,NA
"3613","Wisconsin","US","2020-06-13 03:33:25",44.2685,-89.6165,22246,689,15783,5774,55,382.073888686415,399608,3003,3.09718601096826,84000055,"USA",6863.24653916214,13.4990560100692
"3614","Wyoming","US","2020-06-13 03:33:25",42.756,-107.3025,1027,18,814,195,56,177.448644427128,31900,92,1.75267770204479,84000056,"USA",5511.79333712305,8.95813047711782
"3615","Alabama","US","2020-06-14 03:33:28",32.3182,-86.9023,24601,773,13508,10320,1,501.735096676956,293252,2241,3.14214869314256,84000001,"USA",5980.84714323445,9.10938579732531
"3616","Alaska","US","2020-06-14 03:33:28",61.3707,-152.4044,653,12,405,236,2,89.2631348720858,71803,NA,1.83767228177642,84000002,"USA",9815.25401718281,NA
"3617","American Samoa","US","2020-06-14 03:33:28",-14.271,-170.132,0,0,NA,0,60,0,174,NA,NA,16,"ASM",312.719038119372,NA
"3618","Arizona","US","2020-06-14 03:33:28",33.7298,-111.4312,34660,1189,6209,27262,4,476.182821780267,328397,3692,3.43046739757646,84000004,"USA",4511.74293491559,10.6520484708598
"3619","Arkansas","US","2020-06-14 03:33:28",34.9697,-92.3731,12095,177,7607,4311,5,400.788122754162,187017,979,1.46341463414634,84000005,"USA",6197.12214577222,8.09425382389417
"3620","California","US","2020-06-14 03:33:28",36.1162,-119.6816,150018,5076,NA,144942,6,379.674917303438,2724393,NA,3.38359396872375,84000006,"USA",6895.06383885311,NA
"3621","Colorado","US","2020-06-14 03:33:28",39.0598,-105.3111,29002,1597,4184,23221,8,503.617460498276,236461,5234,5.50651679194538,84000008,"USA",4106.12676115036,18.0470312392249
"3622","Connecticut","US","2020-06-14 03:33:28",41.5978,-72.7554,44994,4186,7611,33197,9,1262.00218944506,344254,9912,9.30346268391341,84000009,"USA",9655.71635607456,22.029603947193
"3623","Delaware","US","2020-06-14 03:33:28",39.3185,-75.5071,10229,419,6116,3694,10,1050.45986501863,80099,NA,4.09619708671424,84000010,"USA",8225.70972021968,NA
"3624","Diamond Princess","US","2020-06-14 03:33:28",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA
"3625","District of Columbia","US","2020-06-14 03:33:28",38.8974,-77.0268,9709,511,1143,8055,11,1375.70155961964,63036,NA,5.26315789473684,84000011,"USA",8931.78736349609,NA
"3626","Florida","US","2020-06-14 03:33:28",27.7663,-81.6868,73552,2925,NA,70627,12,342.456935756314,1370413,12155,3.97677833369589,84000012,"USA",6380.6210123534,16.5257232978029
"3627","Georgia","US","2020-06-14 03:33:28",33.0406,-83.6431,56804,2447,NA,54357,13,535.007411873861,599680,9224,4.30779522568833,84000013,"USA",5648.07486713113,16.2382930779523
"3628","Grand Princess","US","2020-06-14 03:33:28",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA
"3629","Guam","US","2020-06-14 03:33:28",13.4443,144.7937,183,5,168,10,66,111.429771842975,8543,NA,2.73224043715847,316,"GUM",5201.88273691005,NA
"3630","Hawaii","US","2020-06-14 03:33:28",21.0943,-157.4983,723,17,627,79,15,51.0639379830945,59338,87,2.35131396957123,84000015,"USA",4190.91556298874,12.0331950207469
"3631","Idaho","US","2020-06-14 03:33:28",44.2405,-114.4788,3353,87,2776,490,16,187.626079633365,62658,265,2.59469132120489,84000016,"USA",3506.1959134111,7.90337011631375
"3632","Illinois","US","2020-06-14 03:33:28",40.3495,-88.9861,131871,6289,NA,125582,17,1040.66337426957,1169806,NA,4.76905460639564,84000017,"USA",9231.55401263954,NA
"3633","Indiana","US","2020-06-14 03:33:28",39.8494,-86.2583,39543,2413,28241,8889,18,587.36948396955,340637,6349,6.10221783880839,84000018,"USA",5059.80271883609,16.0559391042662
"3634","Iowa","US","2020-06-14 03:33:28",42.0115,-93.2105,23717,650,14326,8741,19,751.710738589001,219608,NA,2.7406501665472,84000019,"USA",6960.47948223019,NA
"3635","Kansas","US","2020-06-14 03:33:28",38.5266,-96.7265,11020,245,667,10108,20,378.263379779866,129152,973,2.22323049001815,84000020,"USA",4433.16443061064,8.82940108892922
"3636","Kentucky","US","2020-06-14 03:33:28",37.6681,-84.6701,12445,499,3409,8537,21,278.556644588805,294585,2433,4.00964242667738,84000021,"USA",6593.70101616658,19.5500200883889
"3637","Louisiana","US","2020-06-14 03:33:28",31.1695,-91.8678,46283,3004,33904,9375,22,995.59154481786,504383,NA,6.4905040727697,84000022,"USA",10849.7601743592,NA
"3638","Maine","US","2020-06-14 03:33:28",44.6939,-69.3819,2757,100,2152,505,23,205.101576239462,68350,313,3.62713093942691,84000023,"USA",5084.76341529461,11.3529198404062
"3639","Maryland","US","2020-06-14 03:33:28",39.0639,-76.8021,61305,2926,4536,53843,24,1014.02985272128,408758,10053,4.77285702634369,84000024,"USA",6761.15838086038,16.3983361879129
"3640","Massachusetts","US","2020-06-14 03:33:28",42.2302,-71.5301,105395,7576,NA,97819,25,1529.12519588312,703596,10772,7.18819678352863,84000025,"USA",10208.1348386791,10.2205987001281
"3641","Michigan","US","2020-06-14 03:33:28",43.3266,-84.5361,65836,6013,44964,14859,26,659.226421285496,799483,NA,9.1333009295826,84000026,"USA",8005.3514333889,NA
"3642","Minnesota","US","2020-06-14 03:33:28",45.6945,-93.9002,30172,1314,25620,3238,27,534.999446772414,407992,3581,4.35503115471298,84000027,"USA",7234.37273921419,11.8686199125017
"3643","Mississippi","US","2020-06-14 03:33:28",32.7416,-89.6787,19348,889,13356,5103,28,650.101859819518,213885,2644,4.59479015918958,84000028,"USA",7186.63615296143,13.6654951416167
"3644","Missouri","US","2020-06-14 03:33:28",38.4561,-92.2884,16232,885,NA,15347,29,264.475607697557,269796,NA,5.45219319862001,84000029,"USA",4395.91307629189,NA
"3645","Montana","US","2020-06-14 03:33:28",46.9219,-110.4544,588,18,510,60,30,55.0161025021099,58004,77,3.06122448979592,84000030,"USA",5427.13266927276,13.0952380952381
"3646","Nebraska","US","2020-06-14 03:33:28",41.1254,-98.2681,16640,215,9610,6815,31,860.211496230371,134377,1067,1.29206730769231,84000031,"USA",6946.67309068201,6.41225961538461
"3647","Nevada","US","2020-06-14 03:33:28",38.3135,-117.0554,10997,462,627,9908,32,357.027371340932,204880,NA,4.20114576702737,84000032,"USA",6651.61115216242,NA
