"","state","date","confirmed","deaths","active","people_tested","negative","positive","totaltestresults","mortality_rate","incident_rate"
"5995","NJ",2020-08-05,182970,15857,134416,2164936,2003691,183327,2187018,0.0866644805159316,0.0845152004493435
"5996","NJ",2020-08-06,183327,15842,134736,2187018,2046544,183701,2230245,0.0864138942981667,0.0838250988332058
"5997","NJ",2020-08-07,183701,15849,135041,2230245,2068731,184061,2252792,0.0862760681760034,0.0823680806368807
"5998","NJ",2020-08-08,184061,15849,135256,2252792,2068363,184429,2252792,0.0861073231157062,0.0817035039186929
"5999","NJ",2020-08-09,184429,15869,135604,2252792,2117079,184773,2301852,0.0860439518730785,0.0818668567715084
"6000","NJ",2020-08-10,184773,15874,135922,2301852,2139015,185031,2324046,0.0859108203038323,0.0802714509881608
"6001","NJ",2020-08-11,185031,15878,136140,2324046,2164835,185475,2350310,0.0858126476104004,0.0796158940055403
"6002","NJ",2020-08-12,185475,15890,136362,2350310,2190078,185938,2376016,0.0856719234398167,0.078915121834992
"6003","NJ",2020-08-13,185938,15885,136830,2376016,2217096,186594,2403690,0.0854317030407985,0.0782562070289089
"6004","NJ",2020-08-14,186594,15893,137478,2403690,2242677,187164,2429841,0.085174228538967,0.0776281467244112
"6005","NJ",2020-08-15,187164,15903,138038,2429841,2273941,187442,2461383,0.0849682631275245,0.0770272622776552
"6006","NJ",2020-08-16,187442,15910,138268,2461383,2302731,187455,2490186,0.0848795894196605,0.0761531220456142
"6007","NJ",2020-08-17,187455,15912,138223,2490186,2323303,187767,2511070,0.0848843722493398,0.0752775093908648
"6008","NJ",2020-08-18,187767,15916,138470,2511070,2344647,188098,2532745,0.084764628502346,0.0747756932303759
"6009","NJ",2020-08-19,188098,15925,138770,2532745,2369285,188427,2557712,0.0846633138045062,0.0742664579339807
"6010","NJ",2020-08-20,188427,15926,139050,2557712,2396680,188527,2585207,0.0845207958519745,0.0736701395622337
"6011","NJ",2020-08-21,188527,15932,139105,2585207,2426875,188817,2615692,0.0845077893352146,0.072925301532914
"6012","NJ",2020-08-22,188817,15941,139343,2615692,2459504,189236,2648740,0.0844256608250316,0.0721862512864665
"6013","NJ",2020-08-23,189346,15943,139848,2648740,2459504,189494,2648998,0.084200352793299,0.0714853099964511
"6014","NJ",2020-08-24,189494,15946,139933,2648998,2487093,189719,2676812,0.0841504216492343,0.0715342178438791
"6015","NJ",2020-08-25,189719,15946,140147,2676812,2507874,190021,2697895,0.0840506222360438,0.0708749811342747
"6016","NJ",2020-08-26,190021,15953,140422,2697895,2531278,190306,2721584,0.0839538787818189,0.0704330598485115
"6017","NJ",2020-08-27,190306,15914,140700,2721584,2558223,190613,2748836,0.0836232173446975,0.0699247203099372
"6018","NJ",2020-08-28,190613,15921,140948,2748836,2558223,190971,2749194,0.0835252579834534,0.0693431692541861
"6019","NJ",2020-08-29,190971,15930,141263,2749194,2616427,191320,2807747,0.0834158065884349,0.0694643593722378
"6020","NJ",2020-08-30,191320,15933,141560,2807747,2644723,191611,2836334,0.0832793226008781,0.0681400425323222
"6021","NJ",2020-08-31,191611,15937,141781,2836334,2665958,191960,2857918,0.0831737217591892,0.0675558661286012
"6022","NJ",2020-09-01,191960,15945,142103,2857918,2666758,192290,2859048,0.0830641800375078,0.0671677773819963
"6023","NJ",2020-09-02,192290,15950,142391,2859048,2709672,192595,2902267,0.0829476311820688,0.0672566532636038
"6024","NJ",2020-09-03,192595,15964,142640,2902267,2737042,192973,2930015,0.0828889638879514,0.066360193600382
"6025","NJ",2020-09-04,192973,15971,142964,2930015,2771300,193422,2964722,0.0827628735626228,0.0658607549790701
"6026","NJ",2020-09-05,193422,15978,143369,2964722,2771300,193747,2965047,0.0826069423333437,0.0652411929347844
"6027","NJ",2020-09-06,193747,15985,143650,2965047,2808249,194058,3002307,0.0825045032955349,0.0653436522254116
"6028","NJ",2020-09-07,194058,15989,143900,3002307,2860138,194390,3054528,0.0823928928464686,0.0646362946893839
"6029","NJ",2020-09-08,194390,15991,144197,3054528,2876079,194667,3070746,0.0822624620608056,0.0636399469901733
"6030","NJ",2020-09-09,194667,15996,144445,3070746,2896159,194990,3091149,0.0821710921727874,0.0633940417084318
"6031","NJ",2020-09-10,194994,16008,144731,3091149,2918240,195414,3113654,0.0820948336871904,0.0630813978879698
"6032","NJ",2020-09-11,195414,16014,145110,3113654,2944898,195888,3140786,0.081949092695508,0.0627603452406722
"6033","NJ",2020-09-12,195888,16023,145520,3140786,2944898,196337,3141235,0.0817967409948542,0.0623691012377157
"6034","NJ",2020-09-13,196337,16027,145913,3141235,2971896,196634,3168530,0.0816300544472005,0.0625031237713829
"6035","NJ",2020-09-14,196634,16031,146173,3168530,2993002,196968,3189970,0.0815271011117101,0.0620584308811973
"6036","NJ",2020-09-15,196968,16034,146476,3189970,3014907,197404,3212311,0.0814040859428943,0.0617460352291714
"6037","NJ",2020-09-16,197404,16043,146889,3212311,3037180,197792,3234972,0.0812698830824097,0.06145233135895
"6038","NJ",2020-09-17,197792,16054,147235,3234972,3067457,198361,3265818,0.0811660734508979,0.0611417965905115
"6039","NJ",2020-09-18,198361,16057,147758,3265818,3093068,198848,3291916,0.0809483719077843,0.0607385347254501
"6040","NJ",2020-09-19,198848,16061,148215,3291916,3093068,199309,3292377,0.0807702365626006,0.0604049435040262
"6041","NJ",2020-09-20,199309,16064,148644,3292377,3153029,199762,3352791,0.080598467705924,0.0605365059955163
"6042","NJ",2020-09-21,199762,16067,149058,3352791,3153029,200154,3353183,0.080430712547932,0.0595808089439515
"6043","NJ",2020-09-22,200154,16069,149413,3353183,3197069,200580,3397649,0.0802831819498986,0.0596907475673114
"6044","NJ",2020-09-23,200580,16076,149807,3397649,3221759,200988,3422747,0.0801475720410809,0.0590349385707588
"6045","NJ",2020-09-24,200988,16082,150177,3422747,3250252,201552,3451804,0.0800147272473979,0.0587212551789542
"6046","NJ",2020-09-25,201216,16091,150475,3451804,3276611,202100,3478711,0.0799687897582697,0.0582929969372537
"6047","NJ",2020-09-26,202100,16097,151353,3478711,3309718,202850,3512568,0.0796486887679367,0.0580962316214253
"6048","NJ",2020-09-27,202850,16103,152097,3512568,3309718,203548,3513266,0.0793837811190535,0.0577497716770181
"6049","NJ",2020-09-28,203548,16106,152792,3513266,3362197,204107,3566304,0.0791262994477961,0.0579369737446581
"6050","NJ",2020-09-29,204107,16107,153195,3566304,3362197,204563,3566760,0.0789144909287776,0.0572320811686272
"6051","NJ",2020-09-30,204563,16117,153604,3566760,3407757,205275,3613032,0.0787874640086428,0.0573526113335352
"6052","NJ",2020-10-01,205275,16122,154294,3613032,3407757,205889,3613646,0.0785385458531239,0.0568151624452814
"6053","NJ",2020-10-02,205889,16140,154855,3613646,3465498,206629,3672127,0.0783917547804885,0.0569754203925896
"6054","NJ",2020-10-03,206629,16131,155563,3672127,3465498,207576,3673074,0.0780674542295612,0.0562695680187532
"6055","NJ",2020-10-04,207576,16135,156462,3673074,3525892,208202,3734094,0.0777305661540833,0.056512882669938
"6056","NJ",2020-10-05,208202,16136,157035,3734094,3549345,208713,3758058,0.0775016570446009,0.0557570323617991
"6057","NJ",2020-10-06,208713,16138,157505,3758058,3549345,209342,3758687,0.0773214893178671,0.0555374611035806
"6058","NJ",2020-10-07,209342,16147,158093,3758687,3571960,209850,3781810,0.0771321569489161,0.0556955128213655
"6059","NJ",2020-10-08,209850,16152,158553,3781810,3631519,211148,3842667,0.0769692637598284,0.05548930274128
"6060","NJ",2020-10-09,211148,16161,159792,3842667,3666975,212013,3878988,0.076538731126982,0.054948295025304
"6061","NJ",2020-10-10,212013,16164,160602,3878988,3701144,212877,3914021,0.0762406078872522,0.0546567816141736
"6062","NJ",2020-10-11,212877,16171,161380,3914021,3701144,213628,3914772,0.0759640543600295,0.0543883131950493
"6063","NJ",2020-10-12,213628,16174,162050,3914772,3757500,214097,3971597,0.0757110491134121,0.0545697169592508
"6064","NJ",2020-10-13,214097,16175,162458,3971597,3757500,215085,3972585,0.0755498675833851,0.0539070303457274
"6065","NJ",2020-10-14,215085,16182,163394,3972585,3820844,216023,4036867,0.075235372062208,0.0541423279803956
"6066","NJ",2020-10-15,216023,16191,164252,4036867,3853363,216994,4070357,0.0749503525087606,0.0535125383125082
"6067","NJ",2020-10-16,216994,16197,165143,4070357,3883595,217804,4101399,0.0746426168465488,0.0533108029590525
"6068","NJ",2020-10-17,217804,16202,165849,4101399,3917058,218738,4135796,0.074387981855246,0.053104806433122
"6069","NJ",2020-10-18,218738,16204,166722,4135796,3918858,220013,4138871,0.0740794923607238,0.0528889722800641
"6070","NJ",2020-10-19,219647,16211,167547,4138871,3996500,221205,4217705,0.0738047867715015,0.0530693031988675
"6071","NJ",2020-10-20,221205,16214,169047,4217705,4013107,222193,4235300,0.0732985239935806,0.0524467690367155
"6072","NJ",2020-10-21,222193,16227,169961,4235300,4040900,223223,4264123,0.0730311035901221,0.0524621632469955
"6073","NJ",2020-10-22,223223,16245,170868,4264123,4073227,224385,4297612,0.0727747588734136,0.0523490996859143
"6074","NJ",2020-10-23,224385,16263,171909,4297612,4112555,225430,4337985,0.0724781068253225,0.0522115537652073
"6075","NJ",2020-10-24,225430,16273,172840,4337985,4112555,227339,4339894,0.0721864880450694,0.0519665236279056
"6076","NJ",2020-10-25,227339,16281,174679,4339894,4157414,228468,4385882,0.0716155169152675,0.0523835374781043
"6077","NM",2020-04-12,1245,26,1219,28692,27518,1174,28692,0.0208835341365462,0.0433918862400669
"6078","NM",2020-04-13,1262,26,1236,30515,29270,1245,30515,0.0206022187004754,0.0413567098148452
"6079","NM",2020-04-14,1345,31,1314,31970,30625,1345,31970,0.0230483271375465,0.0420706912730685
"6080","NM",2020-04-15,1484,36,1448,32850,31443,1407,32850,0.0242587601078167,0.0451750380517504
"6081","NM",2020-04-16,1484,36,1448,33394,31910,1484,33394,0.0242587601078167,0.0444391208001437
"6082","NM",2020-04-17,1597,44,1553,34488,32891,1597,34488,0.0275516593613024,0.0463059614938529
"6083","NM",2020-04-18,1798,53,1745,35613,33902,1711,35613,0.0294771968854283,0.0504871816471513
"6084","NM",2020-04-19,1845,55,1790,36632,34834,1798,36632,0.029810298102981,0.0503658003930989
"6085","NM",2020-04-20,1971,58,1913,37042,35197,1845,37042,0.0294266869609335,0.0532098698774364
"6086","NM",2020-04-21,1971,58,1913,38755,36784,1971,38755,0.0294266869609335,0.0508579538124113
"6087","NM",2020-04-22,2210,71,2139,40877,38805,2072,40877,0.0321266968325792,0.0540646329231597
"6088","NM",2020-04-24,2379,78,2301,41232,44184,2379,46563,0.0327868852459016,0.057697904540163
"6089","NM",2020-04-25,2521,84,2437,51510,48989,2521,51510,0.0333201110670369,0.0489419530188313
"6090","NM",2020-04-26,2660,93,2567,51510,51075,2660,53735,0.0349624060150376,0.0516404581634634
"6091","NM",2020-04-27,2726,99,2627,53735,53889,2726,56615,0.0363169479090242,0.0507304364008561
"6092","NM",2020-04-28,2825,99,2726,56615,55980,2823,58803,0.0350442477876106,0.0498984368100327
"6093","NM",2020-04-29,2974,105,2869,58803,58771,2974,61745,0.035305985205111,0.0505756509021649
"6094","NM",2020-04-30,3213,112,3101,61745,61872,3213,65085,0.0348583877995643,0.0520366021540206
"6095","NM",2020-05-01,3411,123,2554,65085,64458,3411,67869,0.0360598065083553,0.0524083890297303
"6096","NM",2020-05-02,3513,131,2622,67869,67605,3513,71118,0.0372900654711073,0.0517614816779384
"6097","NM",2020-05-03,3732,138,2809,71118,71212,3732,74944,0.0369774919614148,0.0524761663713828
"6098","NM",2020-05-04,3850,151,2887,74944,74127,3850,77977,0.0392207792207792,0.0513716908625107
"6099","NM",2020-05-05,4031,156,3043,77977,77689,4031,81720,0.03870007442322,0.0516947304974544
"6100","NM",2020-05-06,4138,162,3134,81720,79113,4138,83251,0.0391493475108748,0.0506363191385218
"6101","NM",2020-05-07,4291,169,3158,83251,81393,4291,85684,0.0393847587974831,0.0515429244093164
"6102","NM",2020-05-08,4493,172,3248,85684,84539,4493,89032,0.0382817716447808,0.0524368610242286
"6103","NM",2020-05-09,4673,181,3367,89032,88589,4673,93262,0.0387331478707468,0.0524867463383952
"6104","NM",2020-05-10,4778,191,3398,93262,92275,4778,97053,0.0399748848890749,0.0512320130385366
"6105","NM",2020-05-11,4863,200,3395,97053,97635,4863,102498,0.0411268764137364,0.0501066427622021
"6106","NM",2020-05-12,5069,208,3576,102498,101652,5069,106721,0.0410337344643914,0.0494546235048489
"6107","NM",2020-05-13,5212,219,3693,106721,105077,5212,110289,0.0420184190330008,0.0488376233356134
"6108","NM",2020-05-14,5364,231,3699,110289,109647,5364,115011,0.0430648769574944,0.0486358567037511
"6109","NM",2020-05-15,5503,242,3746,115011,114098,5503,119601,0.0439760130837725,0.0478475971863561
"6110","NM",2020-05-16,5662,253,3833,119601,118796,5662,124458,0.0446838572942423,0.0473407412981497
"6111","NM",2020-05-17,5847,259,3917,124458,122727,5857,128584,0.0442962202839063,0.0469797039965289
"6112","NM",2020-05-18,5938,265,3934,128584,127315,5938,133253,0.0446278208150893,0.0461799290736017
"6113","NM",2020-05-19,6096,270,4071,133253,131524,6096,137620,0.0442913385826772,0.0457475629066513
"6114","NM",2020-05-20,6192,276,4120,137620,136054,6192,142246,0.0445736434108527,0.0449934602528702
"6115","NM",2020-05-21,6317,283,4152,142246,141027,6317,147344,0.0447997467152129,0.0444089816233848
"6116","NM",2020-05-22,6472,294,4193,147344,146295,6472,152767,0.0454264524103832,0.0439244217613204
"6117","NM",2020-05-23,6625,302,4282,152767,151758,6625,158383,0.0455849056603774,0.0433666956868957
"6118","NM",2020-05-24,6625,302,4174,158383,162324,6795,169119,0.0455849056603774,0.041828984171281
"6119","NM",2020-05-25,6943,317,4269,169119,166538,6943,173481,0.0456574967593259,0.0410539324381057
"6120","NM",2020-05-26,7026,320,4242,173481,170335,7026,177361,0.0455451181326502,0.0405001124042402
"6121","NM",2020-05-27,7130,325,4283,177361,173516,7130,180646,0.0455820476858345,0.040200495035549
"6122","NM",2020-05-28,7252,329,4359,180646,172291,7252,179543,0.0453667953667954,0.0401448136133654
"6123","NM",2020-05-29,7364,335,4391,179543,176180,7364,183544,0.0454915806626833,0.0410152442590354
"6124","NM",2020-05-30,7493,344,4465,183544,180768,7493,188261,0.0459095155478447,0.0408239986052391
"6125","NM",2020-05-31,7624,351,4545,188261,186823,7624,194447,0.0460388247639035,0.0404969696325845
"6126","NM",2020-06-01,7689,356,4498,194447,191915,7689,199604,0.0462999089608532,0.0395429088646264
"6127","NM",2020-06-02,7800,362,4585,199604,195315,7800,203115,0.0464102564102564,0.0390773731989339
"6128","NM",2020-06-03,8024,367,4769,203115,198813,8024,206837,0.0457377866400798,0.0395047140782315
"6129","NM",2020-06-04,8140,375,4805,206837,204856,8140,212996,0.0460687960687961,0.0393546609165672
"6130","NM",2020-06-05,8353,383,4957,212996,209404,8353,217757,0.0458517897761283,0.0392166989051438
"6131","NM",2020-06-06,8672,387,5170,217757,215968,8672,224640,0.0446263837638376,0.0398242077177772
"6132","NM",2020-06-07,8800,392,5202,224640,220347,8800,229147,0.0445454545454545,0.0391737891737892
"6133","NM",2020-06-08,8940,396,5258,229147,225435,8940,234375,0.0442953020134228,0.039014257223529
"6134","NM",2020-06-09,9062,400,5355,234375,229739,9062,238801,0.0441403663650408,0.0386645333333333
"6135","NM",2020-06-10,9105,404,5321,238801,232552,9105,241657,0.0443712246018671,0.0381279810386054
"6136","NM",2020-06-11,9250,410,5141,241657,236307,9250,245557,0.0443243243243243,0.0382773931646921
"6137","NM",2020-06-12,9367,420,5141,245557,245758,9526,255284,0.0448382619835593,0.0381459294583335
"6138","NM",2020-06-13,9526,420,5123,255284,245758,9526,255284,0.0440898593323536,0.0373153037401482
"6139","NM",2020-06-14,9621,431,5207,255284,249373,9621,258994,0.0447978380625715,0.0376874383040065
"6140","NM",2020-06-15,9723,435,5216,258994,253942,9723,263665,0.0447392780006171,0.0375414102257195
"6141","NM",2020-06-16,9845,440,5291,263665,258076,9845,267921,0.0446927374301676,0.0373390476551685
"6142","NM",2020-06-17,9933,447,5326,267921,261620,9933,271553,0.0450015101177892,0.037074361472225
"6143","NM",2020-06-18,10065,452,5396,271553,265832,10065,275897,0.0449080973671138,0.0370645877600321
"6144","NM",2020-06-19,10153,456,5346,275897,270022,10153,280175,0.044912833645228,0.036799965204406
"6145","NM",2020-06-20,10260,464,5357,280175,274342,10260,284602,0.045224171539961,0.0366199696618185
"6146","NM",2020-06-21,10430,466,5452,284602,282866,10565,293431,0.0446788111217641,0.0366476693768842
"6147","NM",2020-06-22,10565,469,5412,293431,282866,10565,293431,0.0443918599148131,0.0360050574070224
"6148","NM",2020-06-23,10694,469,5541,293431,287382,10694,298076,0.0438563680568543,0.0364446837587031
"6149","NM",2020-06-24,10838,476,5620,298076,291245,10838,302083,0.0439195423509873,0.0363598545337431
"6150","NM",2020-06-25,10990,480,5636,302083,297115,10990,308105,0.0436760691537762,0.036380729799426
"6151","NM",2020-06-26,11192,485,5723,308105,303478,11192,314670,0.0433345246604718,0.0363252787199169
"6152","NM",2020-06-27,11408,489,5872,314670,309230,11408,320638,0.0428646563814867,0.0362538532430801
"6153","NM",2020-06-28,11619,491,5979,320638,311340,11619,322959,0.0422583699113521,0.03623712722759
"6154","NM",2020-06-29,11809,492,6066,322959,319239,11809,331048,0.0416631382843594,0.0365650128963738
"6155","NM",2020-06-30,11982,493,6225,331048,325738,11982,337720,0.0411450509096979,0.0361941470723279
"6156","NM",2020-07-01,12147,497,6354,337720,332034,12147,344181,0.040915452375072,0.035967665521734
"6157","NM",2020-07-02,12276,500,6383,344181,337784,12276,350060,0.0407298794395569,0.0356672797161958
"6158","NM",2020-07-03,12520,503,6503,350060,344117,12520,356637,0.0401757188498403,0.0357652973775924
"6159","NM",2020-07-04,12776,511,6638,356637,350598,12776,363374,0.039996869129618,0.0358235404627114
"6160","NM",2020-07-05,13063,513,6748,363374,359225,13063,372288,0.0392712240679783,0.0359491873386648
"6161","NM",2020-07-06,13256,513,6898,372288,361798,13256,375054,0.0386994568497284,0.0356068420147842
"6162","NM",2020-07-07,13507,515,7132,375054,366733,13507,380240,0.0381283778781373,0.0360134807254422
"6163","NM",2020-07-08,13727,519,7306,380240,371515,13727,385242,0.0378086981860567,0.03610088365243
"6164","NM",2020-07-09,14017,527,7504,385242,375670,14017,389687,0.0375972033958764,0.0363849216855898
"6165","NM",2020-07-10,14251,533,7667,389687,381630,14251,395881,0.0374008841484808,0.0365703757117892
"6166","NM",2020-07-11,14549,539,7892,395881,389032,14549,403581,0.0370472197401883,0.0367509428338314
"6167","NM",2020-07-12,14773,543,8049,403581,395981,14773,410754,0.0367562445001015,0.0366047955676803
"6168","NM",2020-07-13,15028,545,8212,410754,403329,15028,418357,0.0362656374767101,0.0365863753000579
"6169","NM",2020-07-14,15291,548,8421,418357,409064,15291,424355,0.0358380746844549,0.0365501234591509
"6170","NM",2020-07-15,15514,551,8600,424355,414492,15514,430006,0.0355163078509733,0.0365590130904549
"6171","NM",2020-07-16,15841,557,8855,430006,421164,15841,437005,0.0351619215958588,0.0368390208508718
"6172","NM",2020-07-17,16138,562,9080,437005,427230,16138,443368,0.0348246375015491,0.0369286392604204
"6173","NM",2020-07-18,16456,565,9313,443368,435842,16456,452298,0.0343339815264949,0.037115894696956
"6174","NM",2020-07-19,16736,569,9513,452298,443928,16736,460664,0.0339985659655832,0.0370021534475058
"6175","NM",2020-07-20,16971,571,9664,460664,452244,16971,469215,0.0336456307819221,0.0368403000885678
"6176","NM",2020-07-21,17215,578,9873,469215,459282,17215,476497,0.0335753703165844,0.0366889379069297
"6177","NM",2020-07-22,17517,588,10115,476497,464014,17517,481531,0.033567391676657,0.0367620362772483
"6178","NM",2020-07-23,17828,591,10367,481531,471506,17828,489334,0.0331501009647745,0.0370235768829006
"6179","NM",2020-07-24,18163,596,10593,489334,478822,18163,496985,0.0328139624511369,0.0371177968422386
"6180","NM",2020-07-25,18475,601,10818,496985,486702,18475,505177,0.0325304465493911,0.0371741601859211
"6181","NM",2020-07-26,18788,607,11025,505177,493637,18788,512425,0.0323078560783479,0.0371909251608842
"6182","NM",2020-07-27,19042,614,11160,512425,501676,19042,520718,0.0322445121310787,0.0371605600819632
"6183","NM",2020-07-28,19502,619,11534,520718,509388,19502,528890,0.0317403343246846,0.0374521334004202
"6184","NM",2020-07-29,19791,626,11706,528890,517062,19791,536853,0.0316305391339498,0.0374198793700013
"6185","NM",2020-07-30,20136,632,11847,536853,524475,20136,544611,0.0313865713150576,0.0375074741130254
"6186","NM",2020-07-31,20388,635,11738,551637,531249,20388,551637,0.0311457720227585,0.0369590872258387
"6187","NM",2020-08-01,20600,642,11943,551637,537412,20600,558012,0.0311650485436893,0.0373433979229095
"6188","NM",2020-08-02,20796,651,12006,558012,545090,20796,565886,0.0313040969417196,0.037268015741597
"6189","NM",2020-08-03,21016,654,12076,565886,553237,21016,574253,0.0311191473163304,0.037138222186094
"6190","NM",2020-08-04,21130,655,12132,574253,556680,21130,577810,0.0309985802177,0.0367956284076879
"6191","NM",2020-08-05,21340,658,12219,577810,569485,21340,590825,0.030834114339269,0.0369325556843945
"6192","NM",2020-08-06,21566,667,12214,590825,575842,21566,597408,0.0309283130854122,0.0365015021368425
"6193","NM",2020-08-07,21773,669,12276,597408,582609,21773,604382,0.0307261286914986,0.0364457790990412
"6194","NM",2020-08-08,21965,675,12340,604382,590889,21965,612854,0.0307307079444571,0.0363429089549325
"6195","NM",2020-08-09,22115,681,12268,612854,598013,22115,620128,0.0307935790187655,0.036085266637731
"6196","NM",2020-08-10,22315,685,12368,620128,605312,22315,627627,0.0306968406901188,0.0359845064244801
"6197","NM",2020-08-11,22444,690,12435,627627,610553,22444,632997,0.0307431830333274,0.0357600931763611
"6198","NM",2020-08-12,22643,693,12522,632997,617694,22643,640337,0.030605485138895,0.0357711016007975
"6199","NM",2020-08-13,22816,695,12509,640337,622007,22816,644823,0.030461079943899,0.0356312379262794
"6200","NM",2020-08-14,22987,697,12546,644823,627504,22987,650491,0.0303214860573368,0.0356485423131619
"6201","NM",2020-08-15,23160,703,12477,650491,635882,23160,659042,0.0303540587219344,0.0356038746116395
"6202","NM",2020-08-16,23302,711,12409,659042,641989,23302,665291,0.0305124023688954,0.0353573823823064
"6203","NM",2020-08-17,23408,714,12303,665291,647165,23408,670573,0.0305023923444976,0.0351846034291761
"6204","NM",2020-08-18,23500,718,12301,670573,653650,23500,677150,0.0305531914893617,0.0350446558391107
"6205","NM",2020-08-19,23579,723,12254,677150,659474,23579,683053,0.0306628779846474,0.0348209407073765
"6206","NM",2020-08-20,23749,729,12044,688495,664746,23749,688495,0.0306960293064971,0.0344940776621471
"6207","NM",2020-08-21,23951,734,12072,694824,670873,23951,694824,0.0306459020500188,0.0344705997490012
"6208","NM",2020-08-22,24095,739,12211,694824,680860,24095,704955,0.0306702635401536,0.0346778464762299
"6209","NM",2020-08-23,24302,743,12247,704955,680860,24302,705162,0.0305736153403012,0.0344731223978836
"6210","NM",2020-08-24,24396,745,12193,705162,694904,24396,719300,0.0305377930808329,0.0345963055297932
"6211","NM",2020-08-25,24542,749,12254,719300,699332,24469,723801,0.0305191100969766,0.034119282635896
"6212","NM",2020-08-26,24606,752,12186,723801,704092,24535,728627,0.0305616516296838,0.0339955319210667
"6213","NM",2020-08-27,24732,755,12068,728627,709488,24732,734220,0.0305272521429727,0.0339432933448802
"6214","NM",2020-08-28,24920,764,11963,734220,715446,24920,740366,0.0306581059390048,0.0339407806924355
"6215","NM",2020-08-29,25042,767,11829,740366,722235,25042,747277,0.0306285440460027,0.0338238114662208
"6216","NM",2020-08-30,25178,769,11730,747277,727344,25178,752522,0.0305425371355946,0.033692994699422
"6217","NM",2020-08-31,25283,770,11693,752522,731650,25283,756933,0.030455246608393,0.033597688838333
"6218","NM",2020-09-01,25352,779,11660,756933,735522,25352,760874,0.0307273587882613,0.0334930568491531
"6219","NM",2020-09-02,25460,787,11713,760874,739939,25460,765399,0.0309112333071485,0.0334615192528592
"6220","NM",2020-09-03,25612,790,11749,765399,745347,25612,770959,0.0308449164454162,0.0334622856836761
"6221","NM",2020-09-04,25812,791,11841,770959,750984,25812,776796,0.0306446613977995,0.0334803796310828
"6222","NM",2020-09-05,25902,794,11825,776796,756142,25902,782044,0.0306540035518493,0.0333446619189594
"6223","NM",2020-09-06,26048,800,11836,782044,761763,26048,787811,0.0307125307125307,0.033307588831319
"6224","NM",2020-09-07,26107,803,11844,787811,765729,26107,791836,0.0307580342436894,0.0331386588915362
"6225","NM",2020-09-08,26144,807,11807,791836,769103,26144,795247,0.0308675030599755,0.0330169378507671
"6226","NM",2020-09-09,26181,807,11770,795247,773492,26181,799673,0.0308238799129139,0.0329218469230315
"6227","NM",2020-09-10,26268,813,11754,799673,776833,26268,803101,0.0309502055733212,0.0328484267944522
"6228","NM",2020-09-11,26429,816,11685,803101,780570,26429,806999,0.0308751749971622,0.0329086876993056
"6229","NM",2020-09-12,26563,818,11625,806999,785487,26563,812050,0.0307947144524338,0.032915778086466
"6230","NM",2020-09-13,26661,821,11564,812050,790609,26661,817270,0.0307940437342935,0.0328317221845945
"6231","NM",2020-09-14,26761,823,11542,817270,796384,26761,823145,0.0307537087552782,0.0327443806820267
"6232","NM",2020-09-15,26842,823,11612,823145,799777,26842,826619,0.0306609045525669,0.0326090785949013
"6233","NM",2020-09-16,26923,830,11623,826619,805072,26923,831995,0.0308286595104557,0.0325700231908533
"6234","NM",2020-09-17,27041,832,11575,831995,810359,27041,837400,0.0307680928959728,0.0325013972439738
"6235","NM",2020-09-18,27199,836,11521,837400,817968,27199,845167,0.0307364241332402,0.0324802961547647
"6236","NM",2020-09-19,27350,841,11403,845167,823613,27350,850963,0.0307495429616088,0.0323604684044692
"6237","NM",2020-09-20,27512,847,11409,850963,829944,27512,857456,0.0307865658621692,0.0323304303477354
"6238","NM",2020-09-21,27579,849,11388,857456,835320,27579,862899,0.0307842923963886,0.0321637495101789
"6239","NM",2020-09-22,27683,851,11420,862899,839000,27683,866683,0.0307408879095474,0.0320813907537267
"6240","NM",2020-09-23,27790,854,11418,866683,844541,27790,872331,0.0307304785894207,0.0320647803176017
"6241","NM",2020-09-24,27987,857,11544,872331,850419,27987,878406,0.0306213599171044,0.0320830051895439
"6242","NM",2020-09-25,28224,859,11696,878406,857149,28224,885373,0.0304350907029478,0.0321309280674312
"6243","NM",2020-09-26,28487,865,11797,885373,865002,28487,893489,0.030364727770562,0.0321751397433624
"6244","NM",2020-09-27,28692,870,11802,893489,871245,28692,899937,0.0303220409870347,0.0321123147570927
"6245","NM",2020-09-28,28844,870,11763,899937,876485,28844,905329,0.0301622521148246,0.0320511324681617
"6246","NM",2020-09-29,28985,873,11811,905329,880520,28985,909505,0.030119027082974,0.0320159853489726
"6247","NM",2020-09-30,29157,875,11860,909505,885829,29157,914986,0.0300099461535823,0.0320580975365721
"6248","NM",2020-10-01,29435,877,11993,914986,891574,29435,921009,0.029794462374724,0.0321698911240172
"6249","NM",2020-10-02,29661,882,12108,921009,898728,29661,928389,0.0297360169920097,0.0322048970205503
"6250","NM",2020-10-03,30000,887,12187,928389,905401,30000,935401,0.0295666666666667,0.0323140407738566
"6251","NM",2020-10-04,30296,890,12351,935401,911216,30296,941512,0.0293768154211777,0.0323882484624241
"6252","NM",2020-10-05,30477,892,12375,941512,917468,30477,947945,0.0292679725694786,0.0323702724978545
"6253","NM",2020-10-06,30632,894,12468,947945,923964,30632,954596,0.0291851658396448,0.0323141110507466
"6254","NM",2020-10-07,30947,894,12723,954596,929987,30947,960934,0.0288880990079814,0.0324189500060759
"6255","NM",2020-10-08,31372,896,12987,960934,933947,31372,965319,0.0285604998087467,0.0326474034637134
