"","state","date","confirmed","deaths","active","people_tested","negative","positive","totaltestresults","mortality_rate","incident_rate"
"1","AK",2020-04-12,272,8,264,8038,7766,272,8038,0.0294117647058824,0.0338392634983827
"2","AK",2020-04-13,277,8,269,7830,7553,277,7830,0.0288808664259928,0.0353767560664112
"3","AK",2020-04-14,285,9,276,8348,8063,285,8348,0.0315789473684211,0.0341399137517968
"4","AK",2020-04-15,293,9,284,8664,8371,293,8664,0.0307167235494881,0.0338180978762696
"5","AK",2020-04-16,300,9,291,8735,8435,300,8735,0.03,0.0343445907269605
"6","AK",2020-04-17,309,9,300,9450,9141,309,9450,0.029126213592233,0.0326984126984127
"7","AK",2020-04-18,314,9,305,9655,9341,314,9655,0.0286624203821656,0.032522009321595
"8","AK",2020-04-19,319,9,310,9895,9576,319,9895,0.0282131661442006,0.0322385042950985
"9","AK",2020-04-20,321,9,312,10124,9803,321,10124,0.0280373831775701,0.031706835242987
"10","AK",2020-04-21,329,9,320,11119,10790,329,11119,0.027355623100304,0.0295889918158108
"11","AK",2020-04-22,335,9,326,12159,11824,335,12159,0.026865671641791,0.0275516078624887
"12","AK",2020-04-24,337,9,328,12161,11942,339,12281,0.0267062314540059,0.0277115368801908
"13","AK",2020-04-25,339,9,330,12281,15393,339,15732,0.0265486725663717,0.0276036153407703
"14","AK",2020-04-26,339,9,330,15732,15836,341,16177,0.0265486725663717,0.0215484363081617
"15","AK",2020-04-27,340,9,331,16177,15911,345,16256,0.0264705882352941,0.0210174939729245
"16","AK",2020-04-28,345,9,336,16256,16738,351,17089,0.0260869565217391,0.0212229330708661
"17","AK",2020-04-29,351,9,342,17089,18764,355,19119,0.0256410256410256,0.0205395283515712
"18","AK",2020-04-30,355,9,346,19119,18764,355,19119,0.0253521126760563,0.0185679167320467
"19","AK",2020-05-01,355,9,94,19119,19961,364,20325,0.0253521126760563,0.0185679167320467
"20","AK",2020-05-02,364,9,101,20325,21034,365,21399,0.0247252747252747,0.0179089790897909
"21","AK",2020-05-03,365,9,95,21399,21210,368,21578,0.0246575342465753,0.01705687181644
"22","AK",2020-05-04,368,9,97,21578,21353,370,21723,0.0244565217391304,0.0170544072666605
"23","AK",2020-05-05,370,9,98,21723,22321,371,22692,0.0243243243243243,0.0170326382175574
"24","AK",2020-05-06,371,9,85,22692,23283,372,23655,0.0242587601078167,0.0163493742288031
"25","AK",2020-05-07,372,10,78,23655,23967,374,24341,0.0268817204301075,0.0157260621433101
"26","AK",2020-05-08,374,10,73,24341,25096,377,25473,0.0267379679144385,0.0153650219793764
"27","AK",2020-05-09,377,10,62,25473,26071,378,26449,0.026525198938992,0.0147999842970989
"28","AK",2020-05-10,378,10,50,26449,26985,379,27364,0.0264550264550265,0.0142916556391546
"29","AK",2020-05-11,379,10,45,27364,28299,381,28680,0.0263852242744063,0.0138503142815378
"30","AK",2020-05-12,379,10,41,28680,29578,383,29961,0.0263852242744063,0.0132147838214784
"31","AK",2020-05-13,383,10,39,29961,30266,383,30649,0.0261096605744125,0.0127832849370849
"32","AK",2020-05-14,383,10,35,30649,31375,387,31762,0.0261096605744125,0.0124963294071585
"33","AK",2020-05-15,383,10,34,31762,32030,388,32418,0.0261096605744125,0.0120584346073925
"34","AK",2020-05-16,388,10,35,32418,32889,392,33281,0.0257731958762887,0.0119686593867604
"35","AK",2020-05-17,388,10,34,33281,34255,396,34651,0.0257731958762887,0.0116583035365524
"36","AK",2020-05-18,388,10,34,34651,35212,399,35611,0.0257731958762887,0.0111973680413264
"37","AK",2020-05-19,388,10,33,35611,35981,399,36380,0.0257731958762887,0.0108955098143832
"38","AK",2020-05-20,400,10,42,36380,36643,402,37045,0.025,0.0109950522264981
"39","AK",2020-05-21,401,10,39,37045,39143,402,39545,0.0249376558603491,0.0108246726953705
"40","AK",2020-05-22,401,10,35,39545,41042,404,41446,0.0249376558603491,0.0101403464407637
"41","AK",2020-05-23,403,10,37,41446,41943,408,42351,0.0248138957816377,0.00972349563287169
"42","AK",2020-05-24,407,10,39,42351,43099,408,43507,0.0245700245700246,0.00961016268801209
"43","AK",2020-05-25,407,10,39,43507,44063,409,44472,0.0245700245700246,0.00935481646631577
"44","AK",2020-05-26,408,10,37,44472,44553,411,44964,0.0245098039215686,0.00917431192660551
"45","AK",2020-05-27,410,10,38,44964,45951,412,46363,0.024390243902439,0.00911840583577973
"46","AK",2020-05-28,411,10,37,46363,47545,425,47970,0.024330900243309,0.00886482755645666
"47","AK",2020-05-29,424,10,48,47970,49009,430,49439,0.0235849056603774,0.00883885761934542
"48","AK",2020-05-30,429,10,52,49439,51261,434,51695,0.0233100233100233,0.00867735997896398
"49","AK",2020-05-31,433,10,55,51695,51261,434,51695,0.023094688221709,0.00837605184253796
"50","AK",2020-06-01,459,10,81,51695,53723,467,54190,0.0217864923747277,0.00887900183770191
"51","AK",2020-06-02,466,10,88,54190,55716,487,56203,0.0214592274678112,0.00859937257796642
"52","AK",2020-06-03,486,10,105,56203,57677,505,58182,0.0205761316872428,0.00864722523708699
"53","AK",2020-06-04,504,10,121,58182,59584,513,60097,0.0198412698412698,0.0086624729297721
"54","AK",2020-06-05,512,10,126,60097,60466,524,60990,0.01953125,0.00851956004459457
"55","AK",2020-06-06,523,10,133,60990,63365,536,63901,0.0191204588910134,0.00857517625840302
"56","AK",2020-06-07,535,10,143,63901,64360,544,64904,0.0186915887850467,0.00837232594169105
"57","AK",2020-06-08,543,10,151,64904,65349,563,65912,0.0184162062615101,0.00836620239122396
"58","AK",2020-06-09,562,10,168,65912,66317,573,66890,0.0177935943060498,0.0085265202087632
"59","AK",2020-06-10,572,11,172,66890,67127,593,67720,0.0192307692307692,0.00855135296755868
"60","AK",2020-06-11,592,11,189,67720,68400,611,69011,0.0185810810810811,0.00874187832250443
"61","AK",2020-06-12,609,11,201,69011,70255,625,70880,0.0180623973727422,0.00882468012345858
"62","AK",2020-06-13,624,12,209,70880,71149,654,71803,0.0192307692307692,0.00880361173814898
"63","AK",2020-06-14,653,12,236,71803,72806,661,73467,0.0183767228177642,0.00909432753506121
"64","AK",2020-06-15,660,12,237,73467,73773,664,74437,0.0181818181818182,0.00898362530115562
"65","AK",2020-06-16,663,12,234,74437,75539,676,76215,0.0180995475113122,0.00890686083533727
"66","AK",2020-06-17,675,12,234,76215,77013,696,77709,0.0177777777777778,0.00885652430623893
"67","AK",2020-06-18,695,12,245,77709,80477,708,81185,0.0172661870503597,0.00894362300377048
"68","AK",2020-06-19,707,12,246,81185,82909,722,83631,0.016973125884017,0.00870850526575106
"69","AK",2020-06-20,720,12,251,83631,86175,743,86918,0.0166666666666667,0.00860924776697636
"70","AK",2020-06-21,741,12,265,86918,87296,755,88051,0.0161943319838057,0.00852527669757703
"71","AK",2020-06-22,752,12,265,88051,90063,761,90824,0.0159574468085106,0.00854050493464015
"72","AK",2020-06-23,758,12,255,90824,92169,778,92947,0.0158311345646438,0.00834581167973223
"73","AK",2020-06-24,760,12,246,92947,95304,792,96096,0.0157894736842105,0.00817670285216306
"74","AK",2020-06-25,789,12,270,96096,98636,816,99452,0.0152091254752852,0.00821053946053946
"75","AK",2020-06-26,813,12,288,99452,100956,836,101792,0.014760147601476,0.00817479789245063
"76","AK",2020-06-27,833,14,300,101792,104727,854,105581,0.0168067226890756,0.00818335429110343
"77","AK",2020-06-28,851,14,316,105581,107417,883,108300,0.0164512338425382,0.00806016233981493
"78","AK",2020-06-29,880,14,345,108300,107805,904,108709,0.0159090909090909,0.00812557710064635
"79","AK",2020-06-30,901,14,362,108709,111245,940,112185,0.0155382907880133,0.00828818221122446
"80","AK",2020-07-01,937,14,397,112185,113422,978,114400,0.0149413020277481,0.00835227525961581
"81","AK",2020-07-02,975,14,433,114400,114892,1017,115909,0.0143589743589744,0.00852272727272727
"82","AK",2020-07-03,1014,14,465,115909,119145,1063,120208,0.0138067061143984,0.00874824215548404
"83","AK",2020-07-04,1060,15,506,120208,121621,1111,122732,0.0141509433962264,0.0088180487155597
"84","AK",2020-07-05,1107,16,547,122732,122615,1138,123753,0.014453477868112,0.00901965257634521
"85","AK",2020-07-06,1134,16,574,122732,122615,1138,123753,0.0141093474426808,0.00923964410259753
"86","AK",2020-07-07,1162,16,598,123753,130236,1184,131420,0.0137693631669535,0.00938967136150235
"87","AK",2020-07-08,1180,17,603,131420,132175,1226,133401,0.0144067796610169,0.00897884644650738
"88","AK",2020-07-09,1222,17,642,133401,134472,1272,135744,0.013911620294599,0.00916035112180568
"89","AK",2020-07-10,1268,17,680,135744,140608,1323,141931,0.0134069400630915,0.00934111268269684
"90","AK",2020-07-11,1323,17,718,141931,141991,1385,143376,0.0128495842781557,0.0093214308361105
"91","AK",2020-07-12,1385,17,770,143376,143996,1479,145475,0.0122743682310469,0.00965991518803705
"92","AK",2020-07-13,1479,17,847,145475,145051,1539,146590,0.0114942528735632,0.0101666953084722
"93","AK",2020-07-14,1539,17,902,146590,147894,1579,149473,0.0110461338531514,0.0104986697591923
"94","AK",2020-07-15,1579,17,920,149473,154462,1631,156093,0.0107663077897403,0.0105637807497006
"95","AK",2020-07-16,1631,17,945,156093,160990,2032,163022,0.0104230533415083,0.0104488990537692
"96","AK",2020-07-17,1693,17,988,163022,163333,2081,165414,0.0100413467217956,0.0103851013973574
"97","AK",2020-07-18,1734,17,1020,165414,166204,2159,168363,0.00980392156862745,0.0104827886394138
"98","AK",2020-07-19,1796,18,1070,168363,170733,2277,173010,0.010022271714922,0.0106674269287195
"99","AK",2020-07-20,1875,18,1145,173010,173172,2414,175586,0.0096,0.0108375238425525
"100","AK",2020-07-21,1950,18,1220,175586,176101,2525,178626,0.00923076923076923,0.011105669016892
"101","AK",2020-07-22,2042,18,1287,178626,182714,2619,185333,0.00881488736532811,0.0114317064705026
"102","AK",2020-07-23,2131,19,1359,185333,186825,2684,189509,0.00891600187705303,0.0114982221191045
"103","AK",2020-07-24,2193,19,1387,189509,197824,2748,200572,0.00866393068855449,0.0115720097726229
"104","AK",2020-07-25,2249,19,1430,200572,202198,2868,205066,0.00844819919964429,0.0112129310172905
"105","AK",2020-07-26,2339,20,1504,205066,204162,3102,207264,0.00855066267635742,0.0114060838949411
"106","AK",2020-07-27,2525,20,1688,207264,204162,3206,207264,0.00792079207920792,0.012182530492512
"107","AK",2020-07-28,2623,21,1785,207368,210525,3350,213875,0.00800609988562714,0.0126490104548436
"108","AK",2020-07-29,2730,22,1872,213875,220222,3442,223664,0.00805860805860806,0.0127644652250146
"109","AK",2020-07-30,2798,22,1922,223664,221498,3559,225057,0.00786275911365261,0.0125098361828457
"110","AK",2020-07-31,2879,23,1971,225057,229429,3677,233106,0.00798888502952414,0.0127923148357972
"111","AK",2020-08-01,2990,23,2069,233106,234806,3827,238633,0.00769230769230769,0.0128267826653969
"112","AK",2020-08-02,3136,24,2182,238633,239106,3984,243090,0.0076530612244898,0.0131415185661665
"113","AK",2020-08-03,3280,24,2324,243090,241743,4064,245807,0.00731707317073171,0.0134929449997943
"114","AK",2020-08-04,3341,25,2370,245807,248524,4125,252649,0.0074827895839569,0.0135919644273759
"115","AK",2020-08-05,3394,25,2382,252649,253096,4183,257279,0.00736593989393047,0.0134336569707381
"116","AK",2020-08-06,3448,25,2406,257279,257349,4223,261572,0.00725058004640371,0.0134017933838362
"117","AK",2020-08-07,3483,25,2238,261572,264563,4288,268851,0.00717772035601493,0.0133156454054715
"118","AK",2020-08-08,3536,25,2273,268851,269220,4373,273593,0.00707013574660633,0.013152266497056
"119","AK",2020-08-09,3613,26,2333,273593,273446,4473,277919,0.0071962358151121,0.0132057472230649
"120","AK",2020-08-10,3711,26,2416,277919,275804,4539,280343,0.007006197790353,0.0133528114306686
"121","AK",2020-08-11,3774,26,2416,280343,286155,4589,290744,0.00688924218335983,0.0134620803801058
"122","AK",2020-08-12,3819,26,2449,290744,287927,4655,292582,0.00680806493846557,0.0131352667638885
"123","AK",2020-08-13,3879,27,2493,292582,289303,4750,294053,0.00696055684454756,0.013257821738863
"124","AK",2020-08-14,3963,27,2576,294053,291060,4869,295929,0.00681302043906132,0.0134771622802692
"125","AK",2020-08-15,4073,27,2675,295929,291723,4954,296677,0.00662902037809968,0.0137634364999713
"126","AK",2020-08-16,4156,28,2744,296677,296455,5060,301515,0.00673724735322425,0.0140085008274993
"127","AK",2020-08-17,4259,28,2813,301515,300538,5110,305648,0.00657431321906551,0.0141253337313235
"128","AK",2020-08-18,4309,28,2849,305648,304832,5177,310009,0.00649802738454398,0.0140979165576088
"129","AK",2020-08-19,4371,29,2874,310009,305602,5247,310849,0.00663463738274994,0.0140995906570454
"130","AK",2020-08-20,4438,29,2908,310849,307315,5332,312647,0.00653447498873366,0.014277028396424
"131","AK",2020-08-21,4520,29,2978,312647,316132,5403,321535,0.00641592920353982,0.0144571993334336
"132","AK",2020-08-22,4588,30,2957,321535,320793,5494,326287,0.00653879686137751,0.0142690531357395
"133","AK",2020-08-23,4677,31,2960,326287,321882,5558,327440,0.00662818045755826,0.0143340065647727
"134","AK",2020-08-24,4741,32,2964,327440,324875,5628,330503,0.00674963087956127,0.0144789885169802
"135","AK",2020-08-25,4810,32,2917,330503,328165,5666,333831,0.00665280665280665,0.0145535744002324
"136","AK",2020-08-26,4843,36,2840,333831,329085,5719,334804,0.007433409043981,0.0145073405405729
"137","AK",2020-08-27,4895,37,2770,334804,330419,5801,336220,0.00755873340143003,0.0146204943788007
"138","AK",2020-08-28,4974,37,2828,336220,333615,5923,339538,0.00743868114193808,0.0147938849562786
"139","AK",2020-08-29,5092,37,2872,339538,339660,6035,345695,0.0072663000785546,0.0149968486590603
"140","AK",2020-08-30,5182,37,2944,345695,340753,6086,346839,0.00714010034735623,0.0149900924225112
"141","AK",2020-08-31,5226,37,2956,346839,342505,6125,348630,0.00707998469192499,0.0150675097091158
"142","AK",2020-09-01,5263,37,2988,348630,368095,6160,374255,0.00703021090632719,0.0150962338295614
"143","AK",2020-09-02,5297,39,3012,374255,370651,6233,376884,0.00736265810836322,0.0141534515236937
"144","AK",2020-09-03,5362,39,3042,376884,371597,6339,377936,0.00727340544572921,0.0142271892677853
"145","AK",2020-09-04,5464,40,3136,377936,375468,6469,381937,0.00732064421669107,0.0144574742813598
"146","AK",2020-09-05,5584,40,3249,381937,378435,6567,385002,0.00716332378223496,0.0146202122339548
"147","AK",2020-09-06,5677,42,3314,385002,380401,6656,387057,0.00739827373612824,0.0147453779460886
"148","AK",2020-09-07,5760,42,3395,387057,381931,6690,388621,0.00729166666666667,0.0148815290771127
"149","AK",2020-09-08,5793,42,3428,388621,384932,6724,391656,0.00725012946659762,0.0149065542006222
"150","AK",2020-09-09,5828,42,3447,391656,385147,6790,391937,0.00720658888126287,0.0148804052535899
"151","AK",2020-09-10,5891,42,3509,391937,386162,6915,393077,0.00712951960617892,0.0150304768368386
"152","AK",2020-09-11,6012,42,3619,393077,387562,7024,394586,0.00698602794411178,0.0152947132495669
"153","AK",2020-09-12,6104,43,3702,394586,392498,7131,399629,0.00704456094364351,0.0154693780316585
"154","AK",2020-09-13,6207,44,3786,399629,394020,7193,401213,0.00708877074270984,0.0155319058426691
"155","AK",2020-09-14,6268,44,3847,401213,396143,7270,403413,0.00701978302488832,0.0156226243915327
"156","AK",2020-09-15,6343,44,3922,403413,399811,7313,407124,0.00693678070313732,0.0157233405963615
"157","AK",2020-09-16,6384,44,3938,407124,401199,7365,408564,0.0068922305764411,0.0156807262652165
"158","AK",2020-09-17,6432,44,3981,408564,408392,7471,415863,0.0068407960199005,0.0157429435779951
"159","AK",2020-09-18,6537,44,4085,415863,410706,7587,418293,0.00673091632247208,0.0157191190367982
"160","AK",2020-09-19,6644,45,4177,418293,415176,7674,422850,0.0067730282962071,0.0158836031203008
"161","AK",2020-09-20,6729,45,4246,422850,419158,7767,426925,0.00668747213553277,0.0159134444838595
"162","AK",2020-09-21,6822,45,4339,426925,420807,7838,428645,0.00659630606860158,0.0159793874802366
"163","AK",2020-09-22,6892,45,4408,428645,423305,7886,431191,0.00652930934416715,0.0160785731782711
"164","AK",2020-09-23,6936,45,4223,431191,425257,7941,433198,0.0064878892733564,0.016085678968253
"165","AK",2020-09-24,7004,45,4228,433198,425257,7941,433198,0.00642490005711022,0.0161681263533073
"166","AK",2020-09-25,7132,46,4355,433198,433130,8202,441332,0.00644980370162647,0.0164636032483991
"167","AK",2020-09-26,7254,52,4160,441332,434554,8315,442869,0.00716845878136201,0.0164366055486572
"168","AK",2020-09-27,7367,52,4048,442869,434554,8431,442869,0.00705850414008416,0.0166347159092192
"169","AK",2020-09-28,7481,56,3923,442869,436242,8549,444791,0.00748563026333378,0.0168921283720468
"170","AK",2020-09-29,7597,56,3770,444791,442382,8674,451056,0.00737133078846913,0.017079931923083
"171","AK",2020-09-30,7722,56,3342,451056,448427,8780,457207,0.00725200725200725,0.0171198254762158
"172","AK",2020-10-01,7824,56,3213,457207,453411,8912,462323,0.00715746421267894,0.0171125988884685
"173","AK",2020-10-02,7948,57,3053,462323,460250,9040,469290,0.00717161550075491,0.0171914440769765
"174","AK",2020-10-03,8073,57,2974,469290,464069,9187,473256,0.00706057227796358,0.0172025826248162
"175","AK",2020-10-04,8217,58,2960,473256,467442,9376,476818,0.00705853717901911,0.0173626958770729
"176","AK",2020-10-05,8405,58,3066,476818,469787,9587,479374,0.00690065437239738,0.0176272707825627
"177","AK",2020-10-06,8613,58,3100,479374,469787,9587,479374,0.00673400673400673,0.0179671822001193
"178","AK",2020-10-07,8752,58,3239,479374,480213,9861,490074,0.00662705667276051,0.0182571436915644
"179","AK",2020-10-08,8878,59,3193,490074,481175,9996,491171,0.00664564091011489,0.018115631516873
"180","AK",2020-10-09,9005,60,3273,491171,482894,10176,493070,0.00666296501943365,0.0183337371302459
"181","AK",2020-10-10,9182,60,3388,493070,488825,10428,499253,0.00653452406883032,0.0186221023384104
"182","AK",2020-10-11,9431,60,3610,499253,492311,10686,502997,0.00636199766726752,0.0188902219916555
"183","AK",2020-10-12,9686,60,3837,502997,495043,10884,505927,0.00619450753665084,0.0192565760829587
"184","AK",2020-10-13,9877,60,4015,505927,503750,11039,514789,0.0060747190442442,0.0195225793444509
"185","AK",2020-10-14,10028,60,4059,514789,505994,11183,517177,0.00598324690865576,0.0194798257150017
"186","AK",2020-10-15,10170,64,4156,517177,508113,11348,519461,0.00629301868239921,0.0196644475682407
"187","AK",2020-10-16,10323,65,4192,519461,511088,11576,522664,0.00629661919984501,0.0198725217100033
"188","AK",2020-10-17,10549,66,4246,522664,518708,11792,530500,0.00625651720542232,0.0201831386894831
"189","AK",2020-10-18,10760,67,4245,530500,520695,12016,532711,0.00622676579925651,0.0202827521206409
"190","AK",2020-10-19,10980,67,4425,532711,524003,12220,536223,0.00610200364298725,0.0206115511036941
"191","AK",2020-10-20,11182,67,4599,536223,534093,12432,546525,0.0059917724915042,0.020853264406786
"192","AK",2020-10-21,11391,67,4643,546525,534496,12644,547140,0.00588183653761742,0.0208425964045561
"193","AK",2020-10-22,11602,68,4783,547140,535832,12877,548709,0.00586105843820031,0.0212048104689842
"194","AK",2020-10-23,11835,68,4955,548709,539585,13161,552746,0.00574566962399662,0.0215688096969432
"195","AK",2020-10-24,12113,68,5130,552746,539585,13535,552746,0.00561380335177082,0.0219142246167317
"196","AK",2020-10-25,12485,68,5478,552746,545905,14064,559969,0.00544653584301161,0.0225872281300995
"197","AL",2020-04-12,3563,93,3470,21583,18058,3525,21583,0.0261015997754701,0.165083630635222
"198","AL",2020-04-13,3734,99,3635,29182,25448,3734,29182,0.0265131226566685,0.12795558906175
"199","AL",2020-04-14,3953,114,3839,33117,29241,3876,33117,0.0288388565646345,0.119364676752121
"200","AL",2020-04-15,4075,118,3957,34077,29964,4113,34077,0.0289570552147239,0.119582122839452
"201","AL",2020-04-16,4345,133,4212,36391,32046,4345,36391,0.0306098964326812,0.119397653265917
"202","AL",2020-04-17,4571,148,4423,37848,33318,4530,37848,0.0323780354408226,0.12077256393997
"203","AL",2020-04-18,4712,153,4559,42538,37883,4655,42538,0.0324702886247878,0.110771545441723
"204","AL",2020-04-19,4888,157,4731,45712,40875,4837,45712,0.0321194762684124,0.106930346517326
"205","AL",2020-04-20,5079,163,4916,45900,40875,5025,45900,0.0320929316794645,0.110653594771242
"206","AL",2020-04-21,5317,183,5134,48526,43295,5231,48526,0.0344179048335528,0.109570127354408
"207","AL",2020-04-22,5593,196,5397,48760,43295,5465,48760,0.0350438047559449,0.114704675963905
"208","AL",2020-04-24,5832,202,5630,52641,46863,5832,52695,0.034636488340192,0.110788168917764
"209","AL",2020-04-25,6026,209,5817,52889,65207,6137,71344,0.0346830401593097,0.113936735427026
"210","AL",2020-04-26,6026,209,5817,71344,67281,6270,73551,0.0346830401593097,0.0844640053823727
"211","AL",2020-04-27,6421,219,6202,73551,67498,6499,73997,0.0341068369412864,0.0872999687291811
"212","AL",2020-04-28,6539,228,6311,73997,69140,6687,75827,0.0348677167762655,0.088368447369488
"213","AL",2020-04-29,6750,242,6508,75827,73607,6842,80449,0.0358518518518519,0.0890184235166893
"214","AL",2020-04-30,6912,256,6656,80449,80177,7019,87196,0.037037037037037,0.085917786423697
"215","AL",2020-05-01,7088,272,6816,87196,84775,7158,91933,0.0383747178329571,0.0812881324831414
"216","AL",2020-05-02,7294,289,7005,91933,84775,7434,92209,0.0396216068001097,0.0793403891964801
"217","AL",2020-05-03,7611,288,7323,92209,84775,7725,92500,0.0378399684666929,0.0825407498183475
"218","AL",2020-05-04,7888,290,7598,92500,95092,8025,103117,0.0367647058823529,0.0852756756756757
"219","AL",2020-05-05,8112,298,7814,103117,98481,8285,106766,0.0367357001972387,0.0786679209053793
"220","AL",2020-05-06,8437,315,8122,106766,100935,8581,109516,0.0373355458101221,0.0790232845662477
"221","AL",2020-05-07,8691,343,8348,109516,106275,8898,115173,0.0394661143711886,0.0793582672851456
"222","AL",2020-05-08,9046,369,8677,115173,110893,9221,120114,0.0407915100596949,0.0785427140041503
"223","AL",2020-05-09,9385,383,9002,120114,115927,9567,125494,0.0408098028769313,0.0781341059326973
"224","AL",2020-05-10,9668,390,9278,125494,117644,9777,127421,0.0403392635498552,0.0770395397389517
"225","AL",2020-05-11,9889,393,9496,127421,119435,10009,129444,0.0397411265041966,0.077608871379129
"226","AL",2020-05-12,10164,403,9761,129444,122908,10310,133218,0.0396497441951987,0.0785204412719014
"227","AL",2020-05-13,10464,435,10029,133218,125755,10617,133218,0.0415711009174312,0.0785479439715354
"228","AL",2020-05-14,10700,450,10250,136372,131017,10968,136372,0.0420560747663551,0.0784618543396005
"229","AL",2020-05-15,11101,473,10628,141985,134847,11216,146063,0.0426087739843257,0.0781843152445681
"230","AL",2020-05-16,11373,483,10890,146063,141971,11523,153494,0.0424690055394355,0.0778636615706921
"231","AL",2020-05-17,11674,485,11189,153494,144579,11771,156350,0.0415453143738222,0.0760550901012417
"232","AL",2020-05-18,11771,488,11283,156350,145037,12086,157123,0.0414578200662645,0.0752862168212344
"233","AL",2020-05-19,12086,489,11597,157123,145190,12376,157566,0.0404600364057587,0.0769206290613087
"234","AL",2020-05-20,12376,504,11872,157566,151706,12744,164450,0.0407239819004525,0.0785448637396393
"235","AL",2020-05-21,13052,522,12530,164450,157620,13119,170739,0.0399938706711615,0.0793675889328063
"236","AL",2020-05-22,13288,529,12759,170739,164205,13563,177768,0.0398103552077062,0.0778263899870563
"237","AL",2020-05-23,13670,541,5178,177768,168738,13938,182676,0.039575713240673,0.0768979793888664
"238","AL",2020-05-24,14117,549,5617,182676,171472,14327,185799,0.0388892824254445,0.0772788981584882
"239","AL",2020-05-25,14478,551,5976,185799,175585,14730,190315,0.0380577427821522,0.0779229167003052
"240","AL",2020-05-26,14986,566,6469,190315,178363,15396,193759,0.0377685840117443,0.0787431363791609
"241","AL",2020-05-27,15650,580,7119,193759,179951,15843,195794,0.0370607028753994,0.0807704416310984
"242","AL",2020-05-28,16032,583,7498,195794,184171,16310,200481,0.0363647704590818,0.0818819779972829
"243","AL",2020-05-29,16530,591,6584,200481,192060,16823,208883,0.0357531760435572,0.0824517036527152
"244","AL",2020-05-30,17031,610,7066,208883,194842,17359,212201,0.0358170395161764,0.081533681534639
"245","AL",2020-05-31,17359,618,7386,212201,199650,17903,221307,0.0356011290972982,0.081804515530087
"246","AL",2020-06-01,17952,630,7967,217553,205160,18363,223235,0.0350935828877005,0.0825178232430718
"247","AL",2020-06-02,18630,646,8629,223523,205160,18642,223802,0.03467525496511,0.0833471275886598
"248","AL",2020-06-03,18766,653,8758,223802,212743,18851,231297,0.0347969732494938,0.0838509039240043
"249","AL",2020-06-04,18851,653,6803,231594,216227,19072,235299,0.0346400721447138,0.0813967546654922
"250","AL",2020-06-05,19072,653,7024,235299,220086,19387,239159,0.0342386744966443,0.081054318122899
"251","AL",2020-06-06,19387,676,7316,239473,225601,20043,245310,0.0348687264661887,0.0809569346022307
"252","AL",2020-06-07,20043,689,7959,245644,239066,20500,259232,0.0343760914034825,0.0815936884271547
"253","AL",2020-06-08,20500,692,8413,259566,239066,20925,259232,0.0337560975609756,0.0789779863310295
"254","AL",2020-06-09,20925,718,8812,259991,246317,21422,267388,0.0343130227001195,0.0804835551999877
"255","AL",2020-06-10,21422,729,9298,267739,251068,21989,272694,0.0340304360003734,0.0800107567444414
"256","AL",2020-06-11,21989,744,7737,273057,255981,22845,278455,0.0338350993678658,0.0805289738040043
"257","AL",2020-06-12,22845,755,8582,278826,262675,23710,286008,0.0330488071788137,0.0819328183167997
"258","AL",2020-06-13,23710,769,9433,286385,268651,24601,292872,0.0324335723323492,0.0827906489515862
"259","AL",2020-06-14,24601,773,10320,293252,271840,25615,297075,0.0314214869314256,0.0838903059484675
"260","AL",2020-06-15,25615,773,11334,297455,276402,26272,302294,0.0301776302947492,0.0861138659629188
"261","AL",2020-06-16,26272,774,11990,302674,278512,26912,305036,0.0294610231425091,0.0867996590390982
"262","AL",2020-06-17,26912,785,12619,305424,283411,27312,310325,0.0291691438763377,0.0881135732620881
"263","AL",2020-06-18,27312,790,10548,310723,294328,28206,322124,0.028925014645577,0.0878982244635898
"264","AL",2020-06-19,28206,810,11422,322534,302323,29002,330906,0.028717294192725,0.0874512454500921
"265","AL",2020-06-20,29002,822,12206,331325,309974,29549,339100,0.0283428729053169,0.087533388666717
"266","AL",2020-06-21,29549,838,12737,339523,314657,30021,344255,0.0283596737622255,0.0870309227946266
"267","AL",2020-06-22,30021,839,13208,344678,318656,30454,348687,0.0279471036940808,0.0870986834088628
"268","AL",2020-06-23,30454,841,13639,349110,322941,31097,353611,0.0276154199776712,0.0872332502649595
"269","AL",2020-06-24,31097,864,14259,354038,326695,32064,358319,0.0277840306138856,0.08783520413063
"270","AL",2020-06-25,32064,891,12307,358759,336252,33206,369005,0.0277881736526946,0.0893747613300293
"271","AL",2020-06-26,33206,896,13444,369458,344140,34183,377857,0.0269830753478287,0.0898776044909029
"272","AL",2020-06-27,34183,907,14410,378323,348943,35083,384026,0.0265336570810052,0.0903540096689866
"273","AL",2020-06-28,35083,919,15298,384026,350839,35441,385803,0.0261950232306245,0.0913557936181404
"274","AL",2020-06-29,35441,919,15656,386280,356118,37175,392800,0.0259304195705539,0.0917495081288185
"275","AL",2020-06-30,37175,929,17380,393293,368607,38045,406143,0.0249899125756557,0.094522404416046
"276","AL",2020-07-01,38045,950,18229,406652,374991,38962,413433,0.0249704297542384,0.0935566528628901
"277","AL",2020-07-02,38962,972,19124,413953,379617,40111,419221,0.0249473846311791,0.0941217964358273
"278","AL",2020-07-03,40111,985,17044,419728,388766,41865,430128,0.0245568547281294,0.0955642701940304
"279","AL",2020-07-04,41865,1006,18777,430631,399226,42862,441585,0.0240296190134958,0.0972178036416329
