"","state","confirmed","deaths","active","people_tested","negative","positive","totaltestresults","mortality_rate","incident_rate","density","pop","landarea","num_hospitals","num_beds","state_population","hospitals_per_100k","beds_per_100k","state_area_sqmiles","hospitals_per_1000sqmile","beds_per_1000sqmile","num_colleges","avg_cost","vote_diff","pct_diff","party","republican","never","rarely","sometimes","frequently","always","population","pct_never","pct_rarely","pct_sometimes","pct_frequently","pct_always","status.of.reopening","stay.at.home.order","mandatory.quarantine.for.travelers","non.essential.business.closures","large.gatherings.ban","restaurant.limits","bar.closures","face.covering.requirement","emergency.declaration","start.of.stay.at.home","end.of.stay.at.home","masks.required.","travel.restrictions","had.stay.at.home","ongoing.stay.at.home","region","duration","log_confirmed","log_deaths","log_active","log_people_tested","log_negative","log_positive","log_totaltestresults","log_density","log_num_hospitals","log_num_beds","log_hospitals_per_100k","log_beds_per_100k","log_state_area_sqmiles","log_hospitals_per_1000sqmile","log_beds_per_1000sqmile","log_num_colleges","log_never","log_rarely","log_sometimes","log_frequently","log_always","log_population","confirmed_per_100k","deaths_per_100k","active_per_100k","people_tested_per_100k","negative_per_100k","positive_per_100k","totaltestresults_per_100k","num_colleges_per_100k","never_per_100k","rarely_per_100k","sometimes_per_100k","frequently_per_100k","always_per_100k"
"1","AK",12485,68,5478,552746,545905,14064,559969,0.00544653584301161,0.0225872281300995,1.2863,734002,570641,24,1559,734002,3.27,212.4,570641,0.04,2.73,9,13226.89,-46933,-14.73,"R","1",37024,41253,53887,167323,408338,707929,5.23,5.83,7.61,23.64,57.68,"reopened","lifted","All Travelers","all reopen","normal","reopened","reopened","employees","Yes","28-Mar","24-Apr","0","1","1","0","west","27",9.43228320271387,4.21950770517611,8.60849534982302,13.222653862149,13.2102002469146,9.55137361992496,13.2356367040362,0.251769880102533,3.17805383034795,7.35179986905778,1.18478998490916,5.35847128936778,13.2545155693687,-3.2188758248682,1.00430160919687,2.19722457733622,10.5193216299934,10.6274791163911,10.8946445404227,12.0276813551109,12.919850541799,13.4700990851614,1763.59,9.61,773.81,78079.3,77112.96,1986.64,79099.6,1.27,5229.9,5827.28,7611.92,23635.56,57680.64
"2","AL",183276,2866,105971,1295868,1144785,184355,1302666,0.0156376175822257,0.141431071683227,96.9221,4908620,50645,97,17129,4908620,1.98,348.96,50645,1.92,338.22,75,14148.67,-588708,-27.72,"R","1",355450,350521,636585,1067873,2492144,4903185,7.25,7.15,12.98,21.78,50.83,"paused","lifted","-","all restricted reopen","normal","reopened","reopened","public","Yes","4-Apr","30-Apr","1","0","1","0","south","26",12.1187484923584,7.96067260838812,11.5709207507574,14.0746912988553,13.9507274044132,12.1246185256162,14.0799234917058,4.57390756306811,4.57471097850338,9.74852821249799,0.683096844706444,5.85495730245332,10.8325957881209,0.65232518603969,5.82369657132154,4.31748811353631,12.7811398713576,12.76717589807,13.3638732308758,13.8811793775738,14.7286539421317,15.4053955519224,3737.9,58.45,2161.27,26429.11,23347.78,3759.9,26567.75,1.53,7249.37,7148.84,12983.09,21779.17,50827.04
"3","AR",105318,1797,9544,1280018,1189120,106115,1288000,0.017062610379992,0.0822785304581654,58.403,3039000,52035,87,10362,3039000,2.86,340.97,52035,1.67,199.14,79,12668.89,-304378,-26.92,"R","1",219009,214066,380803,664247,1531026,3008818,7.28,7.11,12.66,22.08,50.88,"paused","no data","Lifted","no data","normal","restricted","reopened","no data","no data",NA,NA,"1","0","0","0","south","no data",11.5647396236844,7.49387388678356,9.16366796377775,14.0623846982969,13.9887240957275,11.5722786906697,14.0686011856464,4.06736725837781,4.46590811865458,9.24590054737473,1.05082162483176,5.83179449687376,10.859671848072,0.512823626428664,5.29400809495994,4.36944785246702,12.2968681038446,12.27403965767,12.8500374600196,13.40640934724,14.2414486568601,14.9170578685718,3500.31,59.72,317.2,42542.22,39521.17,3526.8,42807.51,2.63,7278.9,7114.62,12656.23,22076.68,50884.63
"4","AZ",236772,5869,191378,1693549,1473706,238163,1706407,0.0247875593397868,0.139808177974183,64.9549,7378490,113594,95,12868,7378490,1.29,174.4,113594,0.84,113.28,98,16462.36,-91234,-3.54,"R","1",199304,239815,492316,1102066,5240291,7278717,2.74,3.29,6.76,15.14,71.99,"restricted","lifted","Lifted","new closures","new limits","new limits","closed","employees","Yes","31-Mar","15-May","0","0","1","0","west","45",12.3748529317575,8.67743954055833,12.1620058088659,14.3423368849814,14.203290874578,12.3807105921841,14.3499005483343,4.17369318291915,4.55387689160054,9.46249888835892,0.254642218373581,5.16135151147488,11.6403859669729,-0.174353387144778,4.72986262994541,4.58496747867057,12.2025865762453,12.387623071746,13.106876065726,13.9126971580087,15.4718875891064,15.8004651683777,3252.94,80.63,2629.28,23267.14,20246.78,3272.05,23443.79,1.35,2738.17,3294.74,6763.77,15140.94,71994.71
"5","CA",903684,17343,886341,17609179,16889856,898029,17787885,0.0191914430265447,0.0513189172533257,256.3728,39937500,155779,446,86351,39937500,1.12,216.22,155779,2.86,554.32,535,17544.84,4269978,30.11,"D","0",897069,727668,2019458,5587194,30280957,39512223,2.27,1.84,5.11,14.14,76.64,"reopened","statewide","-","new closures","all banned","restricted","closed","public","no data","19-Mar",NA,"1","0","1","1","west","no data",13.7142350207427,9.76094424575059,13.694857031388,16.6839308581477,16.6422237629928,13.7079576407495,16.6940281655592,5.54663263517581,6.10031895202006,11.3661756642837,0.113328685307003,5.37629640786463,11.9561936151441,1.05082162483176,6.31774213731913,6.28226674689601,13.7068880611594,13.4976001792031,14.5183397165423,15.5359877513036,17.2260295910539,17.4921206250417,2287.1,43.89,2243.21,44566.41,42745.9,2272.79,45018.69,1.35,2270.36,1841.63,5110.97,14140.42,76636.94
"6","CO",93377,2218,83696,1790404,1050755,93400,1818196,0.0237531726228086,0.0521541506833095,56.4012,5845530,103642,89,10484,5845530,1.52,179.35,103642,0.86,101.16,85,17505.24,136386,4.91,"D","0",155284,247009,432861,1204676,3720227,5758736,2.7,4.29,7.52,20.92,64.6,"restricted","lifted","-","some restricted reopen","above 25 banned","restricted","closed","public","Yes","26-Mar","26-Apr","1","0","1","0","west","31",11.4444003412151,7.70436116791031,11.3349464656104,14.3979518506749,13.8650195113619,11.4446466242169,14.4133553586895,4.03249043487341,4.48863636973214,9.2576055644433,0.418710334858185,5.18933920397829,11.5486979320584,-0.150822889734584,4.61670342180176,4.44265125649032,11.9530109774287,12.4171800521933,12.9781719392816,14.0017212090842,15.129295245893,15.5662285641462,1621.48,38.52,1453.37,31090.23,18246.28,1621.88,31572.83,1.48,2696.49,4289.29,7516.6,20919.1,64601.45
"7","CT",66052,4577,51675,2115744,2049692,66052,2115744,0.06929388966269,0.0312192779466703,735.8695,3563080,4842,29,8639,3563080,0.81,242.46,4842,5.99,1784.18,68,16950.19,224357,13.64,"D","0",72463,72297,203734,436040,2780838,3565287,2.03,2.03,5.71,12.23,78,"reopened","lifted","From Certain States (New)","all restricted reopen","above 25 banned","restricted","closed","public","Yes","23-Mar","20-May","1","1","1","0","northeast","58",11.0981975895829,8.42879904065364,10.85272938455,14.5649170816545,14.5332000959244,11.0981975895829,14.5649170816545,6.60105279322503,3.36729582998647,9.06404211435888,-0.210721031315653,5.49083674831844,8.485083137498,1.79009141212736,7.4867142049112,4.21950770517611,11.1908313657449,11.18853791351,12.2245705004123,12.9854892612423,14.8382628790922,15.086755113499,1852.64,128.38,1449.39,59342.88,57490.24,1852.64,59342.88,1.91,2032.46,2027.8,5714.38,12230.15,77997.59
"8","DE",23847,680,10557,337276,315380,23961,339341,0.0285151172055185,0.0707047047521911,504.3073,982895,1949,9,2418,982895,0.92,246.01,1949,4.62,1240.64,14,18010,50476,11.43,"D","0",20957,8583,50270,107659,786294,973764,2.15,0.88,5.16,11.06,80.75,"restricted","lifted","Lifted","some restricted reopen","normal","restricted","new limits","public","Yes","24-Mar","31-May","1","0","1","0","south","68",10.0794137022412,6.52209279817015,9.26454442598969,12.7286568652422,12.6615335399596,10.0841827875855,12.7347607804895,6.22318580448852,2.19722457733622,7.79069603117474,-0.083381608939051,5.50537218551266,7.57507169950756,1.53039470509365,7.12338265448256,2.63905732961526,9.95022799841994,9.05753878171822,10.8251637566866,11.586724103571,13.5750860472752,13.7889242534707,2448.95,69.83,1084.14,34636.32,32387.72,2460.66,34848.38,1.44,2152.16,881.43,5162.44,11055.96,80747.9
"9","FL",776251,16417,759834,5938061,5174087,778636,5952723,0.0211490870865223,0.130724659110103,410.1259,21993000,53625,233,59779,21993000,1.06,271.81,53625,4.34,1114.76,303,17527.98,-112911,-1.2,"R","1",828245,806805,1612764,3504171,14722954,21477737,3.86,3.76,7.51,16.32,68.55,"reopened","lifted","Lifted","all reopen","normal","reopened","reopened","employees","Yes","3-Apr","30-Apr","0","0","1","0","south","27",13.5622312004738,9.70607266229452,13.5408552673525,15.5968932070722,15.4591734564302,13.5652989499249,15.5993593198922,6.01646418573177,5.4510384535657,10.9984097076953,0.0582689081239758,5.60510329279889,10.8897706562303,1.46787434811231,7.01639441408857,5.71373280550937,13.6270642833193,13.6008372823657,14.2934600351815,15.0694645312175,16.5049183304794,16.8825274682373,3614.21,76.44,3537.77,27647.52,24090.47,3625.32,27715.78,1.41,3856.3,3756.47,7509,16315.36,68549.84
"10","GA",349605,7808,341797,3426110,3094109,350923,3445032,0.0223337766908368,0.102041382208978,186.6726,10736100,57513,161,25591,10736100,1.5,238.36,57513,2.8,444.96,135,15618.33,-211141,-5.13000000000001,"R","1",683091,665179,1202886,2072240,5994808,10617423,6.43,6.26,11.33,19.52,56.46,"reopened","high risk","-","all reopen","normal","reopened","reopened","employees","Yes","3-Apr","30-Apr","0","0","1","0","south","27",12.7645592247207,8.96290412809293,12.7419722725625,15.0469360647647,14.945010538971,12.7683221051628,15.0524437512111,5.22935628027022,5.08140436498446,10.1499960061551,0.405465108108164,5.47378213587878,10.9597662881882,1.02961941718116,6.09798439048565,4.90527477843843,13.4343833654026,13.4078114563498,14.0002342273742,14.5441407057696,15.606404319242,16.1780068889653,3292.75,73.54,3219.21,32268.75,29141.81,3305.16,32446.97,1.27,6433.68,6264.98,11329.36,19517.35,56461.99
"11","HI",14553,212,3049,496293,295153,14758,500456,0.0145674431388717,0.0293234037151441,219.9424,1412690,6423,20,2605,1412690,1.42,184.4,6423,3.11,405.57,21,15383.95,138044,31.54,"D","0",18427,22340,41279,199977,1132788,1415786,1.3,1.58,2.92,14.12,80.01,"restricted","high risk","All Travelers","some reopen","new limits","new limits","new limits","public","Yes","25-Mar","3-May","1","1","1","0","west","39",9.58555243691333,5.35658627467201,8.02256894698825,13.1149217571037,12.5952491449404,9.59954058761831,13.123274961785,5.39336569389018,2.99573227355399,7.86518795418747,0.350656871613169,5.21710731112249,8.76764057725779,1.13462272619114,6.00529348504442,3.04452243772342,9.82157225933486,10.0141340726232,10.6281091750558,12.2059576389172,13.9401924086451,14.163195411871,1027.91,14.97,215.36,35054.24,20847.29,1042.39,35348.28,1.48,1301.54,1577.92,2915.62,14124.8,80011.24
"12","IA",114836,1634,25739,859419,753704,109657,863361,0.014228987425546,0.133620504084736,56.9284,3179850,55857,129,13179,3179850,4.06,414.45,55857,2.31,235.94,76,15652.74,-147314,-9.41000000000001,"R","1",237356,312956,467687,719284,1417908,3155070,7.52,9.92,14.82,22.8,44.94,"reopened","no data","-","all reopen","normal","reopened","reopened","no data","no data",NA,NA,"0","0","0","0","midwest","no data",11.6512603025591,7.39878627541995,10.1557626303566,13.6640118585264,13.5327549969689,11.6051125912977,13.6685881908262,4.04179433787808,4.85981240436167,9.48637993264389,1.40118297361364,6.02695234003754,10.9305501323642,0.837247524533702,5.4635775354137,4.33073334028633,12.3773164027836,12.6538178845608,13.0555545477322,13.4860115517599,14.1646931038566,14.9645212407161,3639.73,51.79,815.8,27239.3,23888.66,3475.58,27364.24,2.41,7523,9919.15,14823.35,22797.72,44940.62
"13","ID",58694,572,30613,366047,316833,58694,368569,0.00974545950182301,0.16034552939923,22.097,1826160,82643,44,3383,1826160,2.41,185.25,82643,0.53,40.94,35,14386.37,-219290,-31.77,"R","1",199897,224285,238580,388186,736049,1787065,11.19,12.55,13.35,21.72,41.19,"reopened","lifted","Lifted","all reopen","normal","reopened","reopened","no data","Yes","25-Mar","30-Apr","0","1","1","0","west","36",10.9800927859411,6.3491389913798,10.3291800343243,12.8105170194395,12.6661301001641,10.9800927859411,12.8173832186735,3.09544185270297,3.78418963391826,8.12651816878071,0.879626747502564,5.2217062641762,11.3222854051675,-0.63487827243597,3.71210758023314,3.55534806148941,12.2055575128721,12.3206728435507,12.3824599628359,12.8692398851821,13.5090519715819,14.3960851672909,3284.38,32.01,1713.03,20483.14,17729.24,3284.38,20624.26,1.96,11185.77,12550.47,13350.38,21721.99,41187.59
"14","IL",374901,9751,365150,7201568,6894696,378969,7273665,0.0260095331834271,0.05205824620416,228.0246,12659700,55519,191,33273,12659700,1.51,262.83,55519,3.44,599.31,203,14728.22,944714,17.07,"D","0",403918,414452,1007648,2253794,8590434,12671821,3.19,3.27,7.95,17.79,67.79,"paused","lifted","-","some restricted reopen","normal","restricted","reopened","public","Yes","25-Mar","31-May","1","1","1","0","midwest","67",12.8344172700984,9.18512512283512,12.8080635070483,15.7898093380539,15.7462629783173,12.845209686524,15.7997708490281,5.42945351787106,5.25227342804663,10.4125015362729,0.412109650826833,5.57150743534638,10.9244805834911,1.23547147138531,6.39577899345875,5.31320597904179,12.908967166045,12.9347124446806,13.8231294602775,14.6281255763263,15.9661598165491,16.3548912673053,2958.54,76.95,2881.59,56831.36,54409.67,2990.64,57400.31,1.6,3187.53,3270.66,7951.88,17785.87,67791.63
"15","IN",160454,4118,42838,2681197,1466861,162607,2711078,0.0256646764804866,0.0598441666166268,188.2809,6745350,35826,127,16989,6745350,1.88,251.86,35826,3.54,474.21,94,17124.68,-524160,-19.17,"R","1",467682,543446,787406,1563820,3369590,6732219,6.95,8.07,11.7,23.23,50.05,"reopened","lifted","-","all reopen","normal","reopened","reopened","public","Yes","24-Mar","1-May","1","0","1","0","midwest","38",11.985762576112,8.32312288758773,10.6651808381311,14.8017738945633,14.198635301443,11.9990915255997,14.8128568997379,5.23793499663624,4.84418708645859,9.74032135478191,0.631271776841858,5.5288733775777,10.486429165775,1.26412672714568,6.16165026155741,4.54329478227,13.0555438567643,13.2056856245815,13.576499277478,14.26264210395,15.0303016332061,15.722415364958,2383.37,61.17,636.31,39826.35,21788.67,2415.36,40270.2,1.4,6946.92,8072.32,11696.08,23228.89,50051.7
"16","KS",75538,956,72064,616262,540032,76230,616262,0.0126558818078318,0.122574489421707,35.5968,2910360,81759,145,10453,2910360,4.98,359.17,81759,1.77,127.85,71,14291.83,-244013,-20.6,"R","1",192882,207496,329072,650925,1533370,2913314,6.62,7.12,11.3,22.34,52.63,"reopened","lifted","From Certain States","all reopen","normal","reopened","reopened","public","Yes","30-Mar","3-May","1","1","1","0","midwest","34",11.2323911198768,6.8627579130514,11.1853098920593,13.3314274767661,13.199383676044,11.2415103649823,13.3314274767661,3.5722557461774,4.97673374242057,9.25464429753271,1.60542989103656,5.88379581400919,11.311531174443,0.570979546585738,4.8508577017372,4.26267987704132,12.1698338819427,12.2428673413587,12.7040318507892,13.3861497071806,14.2429784855488,14.884801822786,2592.85,32.81,2473.61,21153.3,18536.69,2616.61,21153.3,2.44,6620.71,7122.34,11295.45,22343.11,52633.19
"17","KY",95480,1404,76353,1785186,1704451,96942,1785186,0.0147046501885212,0.053484622890836,113.9566,4499690,39486,100,14696,4499690,2.22,326.6,39486,2.53,372.18,83,14294.28,-574117,-29.84,"R","1",308728,318678,510161,952878,2376222,4467673,6.91,7.13,11.42,21.33,53.19,"restricted","lifted","Lifted","some reopen","new limits","new limits","new limits","public","no data","6-Mar",NA,"1","1","1","1","south","no data",11.4666720804528,7.24708058458576,11.2431226026057,14.3950331694479,14.3487536227136,11.4818681405049,14.3950331694479,4.7358176741548,4.60517018598809,9.59533062689496,0.797507195884188,5.78873618053636,10.5837014576842,0.928219302739429,5.91937760821308,4.4188406077966,12.6402159093248,12.6719364675866,13.1424816411566,13.7672421576524,14.6810223894434,15.3123782493846,2137.13,31.43,1709.01,39957.85,38150.76,2169.85,39957.85,1.86,6910.26,7132.98,11418.94,21328.28,53187.02
"18","LA",178870,5820,7768,2671238,2513932,183575,2697507,0.032537597137586,0.0669614613149409,107.5174,4645180,43204,155,16611,4645180,3.34,357.6,43204,3.59,384.48,108,15087.36,-398484,-19.64,"R","1",310609,302910,496049,959901,2578864,4648794,6.68,6.52,10.67,20.65,55.47,"paused","lifted","-","some restricted reopen","normal","restricted","new limits","public","Yes","22-Mar","15-May","1","0","1","0","south","54",12.0944145639873,8.66905554072548,8.95776800997116,14.7980525933265,14.7373586192383,12.1203785823198,14.8078385711064,4.67765269493484,5.04342511691925,9.71782040549108,1.20597080698861,5.87941504329936,10.6736883625384,1.27815220250019,5.95189177198816,4.68213122712422,12.6462901654521,12.6211910106665,13.1144299911502,13.7745854331263,14.7628595498553,15.3521183890865,3847.66,125.19,167.1,57460.88,54077.08,3948.87,58025.95,2.32,6681.5,6515.88,10670.49,20648.39,55473.83
"19","MA",149488,9839,16793,5585169,2485042,150565,5668015,0.0658179920796318,0.0267651704003943,894.4359,6976600,7800,80,15163,6976600,1.15,217.34,7800,10.26,1943.97,138,22814.12,904303,26.76,"D","0",137303,96302,301154,900168,5457108,6892503,1.99,1.4,4.37,13.06,79.17,"reopened","high risk","All Travelers","some reopen","new limits","restricted","closed","public","Yes","24-Mar","18-May","1","1","1","0","northeast","55",11.9149714010327,9.19410935886576,9.72871741189501,15.5356252496516,14.7258001187785,11.9221501636195,15.5503495262253,6.79619324023573,4.38202663467388,9.62661352880094,0.139761942375159,5.38146294763471,8.96187901267768,2.32825283974262,7.57248755280254,4.92725368515721,11.8299454414809,11.4752443660025,12.6153770408011,13.7103366915531,15.5124295370665,15.7459448571357,2168.85,142.75,243.64,81032.52,36054.28,2184.47,82234.49,2,1992.06,1397.2,4369.3,13060.1,79174.55
"20","MD",139487,4091,127341,3234284,1738650,140279,3266149,0.0293288980335085,0.0431276288662344,626.6735,6083120,9707,51,11352,6083120,0.84,186.61,9707,5.25,1169.47,75,16930.21,734759,26.42,"D","0",185879,157114,335835,850442,4514563,6045680,3.07,2.6,5.55,14.07,74.67,"reopened","lifted","Lifted","all restricted reopen","normal","restricted","reopened","public","no data","5-Mar",NA,"1","0","1","1","south","no data",11.8457266859369,8.3165447179294,11.7546238065322,14.9893181322085,14.368619507985,11.8513885756288,14.9991221730273,6.44042567135175,3.93182563272433,9.33714921883988,-0.174353387144778,5.22902087754538,9.18060255371223,1.65822807660353,7.06430593370719,4.31748811353631,12.1328512033695,11.9647269354864,12.7243752469017,13.6535114933134,15.3228189516661,15.6148545253654,2307.22,67.67,2106.31,53497.44,28758.55,2320.32,54024.51,1.24,3074.58,2598.78,5554.96,14066.94,74674.2
"21","ME",6136,146,673,574325,568188,6201,574389,0.0237940026075619,0.0106838462542985,43.6336,1345790,30843,42,3943,1345790,3.12,292.99,30843,1.36,127.84,35,16992.14,22142,2.87,"D","0",70973,77813,109903,264548,821165,1344212,5.28,5.79,8.18,19.68,61.09,"reopened","lifted","All Travelers","all restricted reopen","normal","restricted","closed","public","Yes","2-Apr","31-May","1","1","1","0","northeast","59",8.72192834304709,4.98360662170834,6.51174532964473,13.2609507171604,13.250207628855,8.73246584834988,13.261062146115,3.77582749576459,3.73766961828337,8.27969713387763,1.13783300182139,5.6801384787418,10.3366650992108,0.307484699747961,4.85077948201796,3.55534806148941,11.1700548020079,11.2620637913233,11.6073534375624,12.4857779882961,13.6184793426633,14.1113185257211,456.48,10.86,50.07,42725.78,42269.23,461.31,42730.54,2.6,5279.9,5788.74,8176.02,19680.53,61088.95
"22","MI",175612,7522,53151,4579991,4404379,175612,4579991,0.0428330637997403,0.0383433067881574,177.665,10045000,56539,145,24742,10045000,1.44,246.31,56539,2.56,437.61,145,15221.31,-10704,-0.229999999999997,"R","1",406842,474910,825391,1943541,6334344,9986857,4.07,4.76,8.26,19.46,63.43,"restricted","lifted","-","some reopen","new limits","restricted","new limits","public","Yes","24-Mar","28-May","1","0","1","0","midwest","65",12.0760322949781,8.92558733903028,10.8808921982685,15.3372075910229,15.2981098312509,12.0760322949781,15.3372075910229,5.17989975459069,4.97673374242057,10.1162574834228,0.364643113587909,5.50659090519552,10.9426859444976,0.940007258491471,6.08132810276623,4.97673374242057,12.9161801826649,13.0708805913802,13.623612492437,14.4800221250128,15.6614968146786,16.1167804865086,1758.43,75.32,532.21,45860.18,44101.75,1758.43,45860.18,1.45,4073.77,4755.35,8264.77,19460.99,63426.8
"23","MN",132122,2381,13048,2625390,1636931,133802,2660323,0.0180212228092218,0.0503247136615893,71.5922,5700670,79627,141,15681,5700670,2.47,275.07,79627,1.77,196.93,93,16067.47,44756,1.52,"D","0",346888,482725,708153,1425191,2675953,5639632,6.15,8.56,12.56,25.27,47.45,"reopened","lifted","-","some reopen","above 10 banned","restricted","reopened","public","Yes","27-Mar","17-May","1","0","1","0","midwest","51",11.7914810171437,7.77527584648686,9.47639014430085,14.7807400144008,14.30833370519,11.8041163742477,14.7939581019575,4.27098612948488,4.94875989037817,9.66020506738103,0.904218150639886,5.61702561072992,11.2851085102984,0.570979546585738,5.2828483356441,4.53259949315326,12.7567572402581,13.0872024123107,13.4704154510242,14.1698163977907,14.7998161365484,15.5453293731185,2342.74,42.22,231.36,46552.51,29025.49,2372.53,47171.93,1.65,6150.9,8559.51,12556.72,25270.99,47449.07
"24","MO",169829,2808,167021,2388281,1289345,169495,2406847,0.0165342785978838,0.071109304139672,89.7453,6169270,68742,132,21308,6169270,2.14,345.39,68742,1.92,309.97,138,15331.9,-523443,-18.63,"R","1",504555,512206,718873,1281757,3119378,6137428,8.22,8.35,11.71,20.88,50.83,"reopened","lifted","-","all reopen","normal","reopened","reopened","no data","Yes","6-Apr","3-May","0","0","1","0","midwest","27",12.0425473274403,7.9402277651457,12.0258748319962,14.6860844182637,14.0696448954502,12.0405787068425,14.6938281501417,4.49697565830913,4.88280192258637,9.96683786803689,0.76080582903376,5.84467421335368,11.1381156451217,0.65232518603969,5.73647551860272,4.92725368515721,13.1314321316642,13.1464821668531,13.4854399868873,14.0637423509144,14.9531441809367,15.6299163198552,2767.1,45.75,2721.35,38913.39,21007.9,2761.66,39215.89,2.25,8220.95,8345.61,11712.94,20884.27,50825.49
"25","MS",115088,3255,14158,844632,729544,115088,844632,0.0282827054080356,0.136258157398725,63.7056,2989260,46923,106,13663,2989260,3.55,457.07,46923,2.26,291.18,53,12468.49,-215583,-17.83,"R","1",184392,239985,359982,622921,1569088,2976149,6.2,8.06,12.1,20.93,52.72,"restricted","lifted","-","all restricted reopen","new limits","restricted","new limits","employees","Yes","31-Mar","11-May","0","0","1","0","south","41",11.6534523321071,8.08794755464267,9.55803511433414,13.6466563085218,13.5001749604105,11.6534523321071,13.6466563085218,4.15427247080199,4.66343909411207,9.52244672833849,1.26694760348732,6.12483655203096,10.7562632393424,0.815364813284194,5.67394163264518,3.97029191355212,12.1248192052156,12.3883317003709,12.7938093091823,13.3421749839506,14.2660051168218,14.9061407408861,3867.01,109.37,475.72,28380.03,24513.02,3867.01,28380.03,1.78,6195.66,8063.61,12095.56,20930.44,52722.09
"26","MT",27142,294,9412,464032,437727,27880,465607,0.0108319210080318,0.0584916557478795,7.4668,1086760,145546,64,3879,1086760,5.89,356.93,145546,0.44,26.65,30,11589.87,-101531,-20.53,"R","1",140428,171033,145891,225332,386229,1068778,13.14,16,13.65,21.08,36.14,"reopened","lifted","Lifted","all restricted reopen","normal","restricted","reopened","public","Yes","29-Mar","26-Apr","1","0","1","0","west","28",10.2088376226413,5.68357976733868,9.14974074984725,13.0477087943476,12.9893507073628,10.2356648648745,13.0510972096506,2.0104665271763,4.15888308335967,8.26333266743997,1.7732559976635,5.87753968412238,11.8882474668312,-0.82098055206983,3.28278915061185,3.40119738166216,11.8524501808897,12.0496117993222,11.8906150465219,12.3253301491797,12.864185736784,13.8820264977203,2539.54,27.51,880.63,43417.06,40955.84,2608.59,43564.43,2.81,13139.12,16002.67,13650.26,21083.14,36137.44
"27","NC",258292,4144,35607,3809077,3584354,260099,3844453,0.016043857339755,0.0678096032188375,218.271,10611900,48618,129,26138,10611900,1.22,246.31,48618,2.65,537.62,157,14076.26,-173315,-3.66,"R","1",401433,454646,914781,1958844,6757957,10488084,3.83,4.33,8.72,18.68,64.43,"reopened","lifted","-","some restricted reopen","above 25 banned","restricted","new limits","public","Yes","30-Mar","22-May","1","1","1","0","south","53",12.461846006866,8.32941678393932,10.4802975267246,15.152897460536,15.0920888205207,12.4688176067542,15.1621418881228,5.38573741002214,4.85981240436167,10.171145473157,0.198850858745165,5.50659090519552,10.7917491116888,0.974559639998131,6.2871519908979,5.05624580534831,12.9027959242222,13.0272743731389,13.726439971348,14.4878650612903,15.7262311834069,16.1657503135469,2462.72,39.51,339.5,36318.14,34175.49,2479.95,36655.44,1.5,3827.52,4334.88,8722.1,18676.85,64434.62
"28","ND",36874,448,6310,775786,245691,37719,784157,0.0121494820198514,0.0475311490539917,11.0393,761723,69001,50,3229,761723,6.56,423.91,69001,0.72,46.8,28,11752.21,-123036,-35.73,"R","1",116471,119838,107307,193062,225437,762062,15.28,15.73,14.08,25.33,29.58,"reopened","no data","Lifted","all reopen","no data","reopened","reopened","no data","no data",NA,NA,"0","0","0","0","midwest","no data",10.5152619746303,6.10479323241498,8.74989095553526,13.5616319879371,12.4118299278017,10.5379192252613,13.5723645343862,2.40146163304162,3.91202300542815,8.07992777075827,1.880990602956,6.04952116854979,11.141876276228,-0.328504066972036,3.8458832029236,3.3322045101752,11.6653975939618,11.6938961096932,11.5834491641424,12.1707666598227,12.3257960197338,13.5437831961882,4838.71,58.79,828.02,101800.9,32240.29,4949.6,102899.37,3.67,15283.66,15725.49,14081.14,25334.16,29582.5
"29","NE",63215,595,21612,564275,504211,63215,567426,0.00941232302459859,0.112028709405875,25.4161,1952570,76824,92,5745,1952570,4.71,294.23,76824,1.2,74.78,41,16501.34,-211467,-25.05,"R","1",196071,165508,241518,508100,823210,1934408,10.14,8.56,12.49,26.27,42.56,"reopened","no data","Rolled Back to International Travel","no data","normal","restricted","reopened","no data","no data",NA,NA,"0","0","0","0","midwest","no data",11.054296893746,6.38856140554563,9.98100399496396,13.2432970003,13.1307501102374,11.054296893746,13.2488656233596,3.23538283148891,4.52178857704904,8.65608519028286,1.54968790802833,5.6843617744166,11.2492723703178,0.182321556793955,4.31455046954897,3.71357206670431,12.1862321175158,12.0167748109996,12.3946992834587,13.1384335575818,13.6209666111444,14.4753118944834,3267.92,30.76,1117.24,29170.42,26065.39,3267.92,29333.32,2.12,10135.97,8556,12485.37,26266.43,42556.17
"30","NH",10238,473,946,574187,321233,10328,579186,0.0462004297714397,0.0178304280661178,153.161,1371250,8953,29,3052,1371250,2.11,222.57,8953,3.24,340.89,34,20260.68,2736,0.369999999999998,"D","0",60853,83245,99195,250365,865725,1359711,4.48,6.12,7.3,18.41,63.67,"reopened","lifted","-","some restricted reopen","normal","restricted","reopened","none","Yes","27-Mar","15-Jun","1","1","1","0","northeast","80",9.23386156701753,6.15909538849193,6.85224256905188,13.2607104062178,12.6799219955034,9.24261393252648,13.2693789484908,5.03148965570765,3.36729582998647,8.02355239240435,0.746687947487975,5.40524165886954,9.09974395063416,1.17557332980424,5.83155984459803,3.52636052461616,11.0162163987616,11.329543345979,11.5048428887769,12.4306751320806,13.6713225851512,14.1227827351309,752.95,34.79,69.57,42228.61,23625.09,759.57,42596.26,2.5,4475.44,6122.26,7295.3,18413.1,63669.78
